,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
137,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),spotify:artist:1anyVhU62p31KFi8MEzkbf,Chance The Rapper,spotify:album:71QyofYesSsRMwFOTafnhB,Coloring Book
717,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Migos,spotify:album:2AvupjUeMnSffKEV05x222,Culture
768,spotify:track:08WPvDEsHvTFuB9w8tC2OS,Now and Later,spotify:artist:6d47Z08T4snK50HgTEHo5Z,Sage The Gemini,spotify:album:6OnHUnhxRIZ4FB7ce9wF39,Morse Code
791,spotify:track:2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),spotify:artist:4qBgvVog0wzW75IQ48mU7v,KYLE,spotify:album:15qLmAABocTCRBSbWWqL7K,iSpy (feat. Lil Yachty)
794,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,Congratulations,spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,Stoney
805,spotify:track:7KOlJ92bu51cltsD9KU5I7,T-Shirt,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Migos,spotify:album:2AvupjUeMnSffKEV05x222,Culture
903,spotify:track:5J5PXmMdQ2nh1lZOal8KmK,Litty (feat. Tory Lanez),spotify:artist:20sxb77xiYeusSH8cVdatc,Meek Mill,spotify:album:6sNbRwX0lZREkdmUSDsVzo,DC4
925,spotify:track:0ESJlaM8CE1jRWaNtwSNj8,beibs in the trap,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,spotify:album:42WVQWuf1teDysXiOupIZt,Birds In The Trap Sing McKnight
930,spotify:track:6mapJIPnQ23RTAevUoE0DL,Swang,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,spotify:album:5v6iBhIlflzR9rEd1LAMbd,SremmLife 2
2830,spotify:track:05aCSi3QAay8bgaqOBcvnS,OTW (Remix),spotify:artist:1yZwlOVsfrp4wb6d29KkGM,DJ Luke Nasty,spotify:album:7L289yXAEefLBuG9WqLCzE,OTW (Remix) [feat. 2 Chainz]
3265,spotify:track:1zCi4cVFqe6ja16MeGZKRN,Poetic Justice,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,spotify:album:6PBZN8cbwkqm1ERj2BGXJ1,"good kid, m.A.A.d city"
3370,spotify:track:4scpF6J5uMBvoh6sFB7EL1,No Type,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,spotify:album:6eDx949ONWDCN0O22wFZf7,SremmLife
3372,spotify:track:1Ser4X0TKttOvo8bgdytTP,Come Get Her,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,spotify:album:6eDx949ONWDCN0O22wFZf7,SremmLife
3421,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,Stoney
3933,spotify:track:5oyUurs28XRagLa8lgm6V3,Too Much Sauce,spotify:artist:2J0JN7EFN10G1Tty6hX0AN,DJ Esco,spotify:album:1pwl3JoaTkC10tQkodV4CN,Too Much Sauce
5067,spotify:track:4uhvMW7ly7tJil31YYscAN,Erase Your Social,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,spotify:album:6LX75kNicFqjjiAOeZgN67,The Perfect LUV Tape
5092,spotify:track:0BU7nIcCZxYSE0hYcc5oZz,Too Many Years,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,Kodak Black,spotify:album:1Pz7lBRN2k5tLMGoZUJVea,Lil Big Pac
5094,spotify:track:1KhljCoJ2TgDEldnnfTHHc,Party,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,Chris Brown,spotify:album:3zak0kNLcOY5vFcB3Ipskp,Heartbreak on a Full Moon
5512,spotify:track:5is2KiI0FDPLPLRq9hFybw,No Limit,spotify:artist:23zg3TcAtWQy7J6upgbUnj,Usher,spotify:album:6ktKxznxtvaTxZB8hna21f,Hard II Love
5563,spotify:track:4gmmRb6bZJffOOiww1JGTO,No Heart,spotify:artist:1URnnhqYAYcrqrcwql10ft,21 Savage,spotify:album:4I3EcXD4e3KcEoDJfFEZ5b,Savage Mode
5574,spotify:track:0jOfl1nZf6sVBTG08Q4brn,Call Casting,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Migos,spotify:album:2AvupjUeMnSffKEV05x222,Culture
