,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
5,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Photograph,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:6NoBzYmh5gUusGPCfg0pct,x
6,spotify:track:1Slwb6dOYkBlWal1PGtnNg,Thinking Out Loud,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:6NoBzYmh5gUusGPCfg0pct,x
12,spotify:track:4sPmO7WMQUAf45kwMOtONw,Hello,spotify:artist:4dpARuHxo51G3z768sgnrY,Adele,spotify:album:0K4pIOOsfJ9lK8OjrZfXzd,25
37,spotify:track:7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",spotify:artist:3iri9nBFs9e4wN7PLIetAw,gnash,spotify:album:3L0H4RjVXpEkwfDgi3XOdf,us
285,spotify:track:1tpLxOKuAaRCViAxf2pgNr,Whiskey Lullaby,spotify:artist:13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,spotify:album:5MQaOex0UOSUqbQolWKWjg,Original Album Classics
1839,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,Closer,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,spotify:album:0rSLgV8p5FzfnqlEk4GzxE,Closer
5169,spotify:track:1jUA4rb6ZCv4gby4YU53xq,No Air,spotify:artist:2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,spotify:album:6JCNOvp9UeMrFuXwNW0JW6,Jordin Sparks
5172,spotify:track:0gJvqi9QyASOCtJu99tytc,Because of You,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,spotify:album:20jYcJane0oI7VoMNoEOJU,Breakaway
5185,spotify:track:4uQY80TKE1u4ZQZQKHzVEi,The One That Got Away,spotify:artist:6jJ0s89eD6GaHleKKya26X,Katy Perry,spotify:album:06SY6Ke6mXzZHhURLVU57R,Teenage Dream
11044,spotify:track:4lnnde7PnrXR3pUzQKBe6X,Little Toy Guns,spotify:artist:4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,spotify:album:3TqvvuCMcTpSjFvAToQT8A,Greatest Hits: Decade #1
20840,spotify:track:2RPNCUaDL2ixoY9wGpoJoQ,Unconditionally,spotify:artist:6jJ0s89eD6GaHleKKya26X,Katy Perry,spotify:album:4lFDt4sVpCni9DRHRmDjgG,PRISM
32753,spotify:track:0fMhhdMdbC94rHHK63jwWu,Fix A Heart,spotify:artist:6S2OmqARrzebs0tKUEyXyp,Demi Lovato,spotify:album:1ypH0eU9RcE6wngSGSqmeY,Unbroken
37698,spotify:track:68bh9PGm0UQRRxUNRRnZPl,Love Can Go to Hell,spotify:artist:5vMAKlvvMNSRQRYCAvpG6S,Brandy Clark,spotify:album:5WT3uq1m6c85ydroGQwqXl,Big Day in a Small Town
77743,spotify:track:7wuSK0ysUw0uJPLsre00g9,Almost Lover,spotify:artist:3HiiPTTfFrqPTthdazSwEL,Kelly Rida,spotify:album:1Uh4zAeUD7R2Bbc5mrBBrC,Goodbye My Almost Lover
78455,spotify:track:4kkDQNeYyLe9MxFAncbkoa,Legendary Lovers,spotify:artist:6jJ0s89eD6GaHleKKya26X,Katy Perry,spotify:album:4lFDt4sVpCni9DRHRmDjgG,PRISM
85182,spotify:track:2EfuOKbUFQHvv7zlmGL3iM,I Don't Wanna See You with Her,spotify:artist:3rTRHzFfbTk5GL3LpYZGHR,Maria Mena,spotify:album:72aZVqqvsyeUqm60hhVRZk,Growing Pains
87042,spotify:track:0VYCUWNFIYLIOQqu3bFzs0,Broken Ones,spotify:artist:0SuQEAJ7EMAipBdrAYO4XS,Jacquie,spotify:album:6F6usgNiD6yrnTVgvC76ub,Broken Ones
94991,spotify:track:73WKf5dSl59yT5mrwDWuuH,Hummingbird Heartbeat,spotify:artist:6jJ0s89eD6GaHleKKya26X,Katy Perry,spotify:album:06SY6Ke6mXzZHhURLVU57R,Teenage Dream
262091,spotify:track:41sg8nXmfO5Fcdx3j9mFwB,DJ Got Us Fallin' In Love,spotify:artist:3OiVNeHkjQfnikmcBXbplT,Megan Nicole,spotify:album:4qhkO1F3yEnQSyy2Tt4GNa,Covers Vol. 1
448214,spotify:track:4Wa4fNnYDBCaGKqJb0T2aM,Stand By You,spotify:artist:66Fb5gJ9SX2WGlqDLUpjux,Alex Goot,spotify:album:19yVOuvQpp66FGVTDO7y6F,"Alex Goot & Friends, Vol. 5"
619512,spotify:track:23xxBgv5t7IDwlGY6CId8f,California King Bed,spotify:artist:6mRrGf8lw51Iux6dPQWWlr,Megan & Liz,spotify:album:2c2bxi4K93dDqq9771BOjY,California King Bed
1100914,spotify:track:3EBvIKixWHQC3EodglvcSw,7 Years,spotify:artist:3OiVNeHkjQfnikmcBXbplT,Megan Nicole,spotify:album:7Cfc0bFg7Z5TjzXPZYyt5J,7 Years
