,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
6,spotify:track:1Slwb6dOYkBlWal1PGtnNg,Thinking Out Loud,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:6NoBzYmh5gUusGPCfg0pct,x
9,spotify:track:6lanRgr6wXibZr8KgzXxBl,A Thousand Years,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri,spotify:album:15yvc643iYfQtb6zh9NEJo,A Thousand Years
10,spotify:track:5TvE3pk05pyFIGdSY9j4DJ,Say Something,spotify:artist:5xKp3UyavIBUsGy3DQdXeF,A Great Big World,spotify:album:3kwbwO3wtwyNo7zCFzWkcW,Is There Anybody Out There? - Track by Track Commentary
11,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4,Stay With Me,spotify:artist:2wY79sveU1sp5g7SokKOiI,Sam Smith,spotify:album:2Jg7JZ0ZXOGje1bkq7CVgK,In The Lonely Hour
12,spotify:track:4sPmO7WMQUAf45kwMOtONw,Hello,spotify:artist:4dpARuHxo51G3z768sgnrY,Adele,spotify:album:0K4pIOOsfJ9lK8OjrZfXzd,25
13,spotify:track:2jyjhRf6DVbMPU5zxagN2h,Let Her Go,spotify:artist:0gadJ2b9A4SKsB1RFkBb66,Passenger,spotify:album:0kjXSwSLVipUi4lSEeF0yl,All The Little Lights
16,spotify:track:6IcrwGdIvRsrImOnoYfG9Z,"See You Again (feat. Charlie Puth) - From ""Furious 7""",spotify:artist:137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,spotify:album:5J4SS8wTmXdyIEVYjmHzpZ,Nine Track Mind
24,spotify:track:7ID2dydg1QFuWObmdhwzfm,Earned It (Fifty Shades Of Grey),spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:album:36yJ6fcaSCVsK1tybnNizj,Beauty Behind The Madness
27,spotify:track:4zzzZ1UNfr75ASG1lUE9L1,Stay - Album Version (Edited),spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:album:1ciAVKFdlpLi2eGDlXv6Bo,Unapologetic
30,spotify:track:0B7wvvmu9EISAwZnOpjhNI,When I Was Your Man,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:4xWulj18AGahlyuZPulaGe,Unorthodox Jukebox
224,spotify:track:7jqzZyJJLrpkRFYGpkqSK6,Breathe Me,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,Sia,spotify:album:5HRQFmLEuzQP8e12o8DzB5,Colour The Small One
282,spotify:track:6U5pgPq1bsJ6UBeakd4mfQ,What Hurts The Most,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,spotify:album:0SAwvmZ1uhBrC6sOZxp6jW,Me And My Gang
584,spotify:track:5vyxXfD5gLlyPxGZMEjtmd,Crazier,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:album:1fc8tPf36cZhNYpNFrWh7o,Hannah Montana The Movie
592,spotify:track:4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,spotify:album:5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition
1355,spotify:track:53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Jason Mraz,spotify:album:64SChsjQBiEe3aVTFYnW1b,Love Is A Four Letter Word
1457,spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,I Will Follow You Into The Dark,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie,spotify:album:1NFGnxmeIEBakre4DvLaJq,Plans
1474,spotify:track:1ILohAFQXEIWBqOg9ibCDI,Keep Breathing,spotify:artist:2vm8GdHyrJh2O2MfbQFYG0,Ingrid Michaelson,spotify:album:7o2VLivg95UduHjTMTIEIf,Be OK
1799,spotify:track:50PWlIBU7PlGGwzgN8TiFJ,Million Reasons,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga,spotify:album:4JiY4JUvXdEA7UFIbiAyor,Joanne
1803,spotify:track:44AyOl4qVkzS48vBsbNXaC,Can't Help Falling in Love,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,spotify:album:7xe8VI48TxUpU1IIo0RfGi,Blue Hawaii
2096,spotify:track:0fioLzGM8ngbD1w6fMmm45,I'm Not The Only One,spotify:artist:2wY79sveU1sp5g7SokKOiI,Sam Smith,spotify:album:2Jg7JZ0ZXOGje1bkq7CVgK,In The Lonely Hour
2097,spotify:track:0zMzyHAeMvwq5CRstru1Fp,Lost Boy,spotify:artist:2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,spotify:album:6FgtuX3PtiB5civjHYhc52,Safe Haven
2174,spotify:track:1C0vXECyJHUeqOo2Etvrr2,My Immortal,spotify:artist:5nGIFgo0shDenQYSE0Sn7c,Evanescence,spotify:album:20mh1X1FQQidKMu2XypyMI,Fallen
2762,spotify:track:64GRDrL1efgXclrhVCeuA0,Lay Me Down,spotify:artist:2wY79sveU1sp5g7SokKOiI,Sam Smith,spotify:album:0vrWqbRQEMKqhTGcDLQK7x,In The Lonely Hour
2858,spotify:track:4BWBbJ9MKpnt30SFYEomzJ,Lighters,spotify:artist:77IURH5NC56Jn09QHi76is,Bad Meets Evil,spotify:album:7CWSLPmiMIHXfETjpdOVT6,Hell: The Sequel
2893,spotify:track:3hOpkEWM4HzUVpT2vKrTm3,Over The Rainbow / What A Wonderful World - Medley,spotify:artist:4ogvuDRerGhZfSf7TtzHlr,Israel Kamakawiwo'ole,spotify:album:1v27ZCA1IyiAgzR5vQl4S0,Facing Future
2937,spotify:track:6WQLkih8nE0JdUCEyLaGnQ,Heroes (we could be),spotify:artist:4AVFqumd2ogHFlRbKIjp1t,Alesso,spotify:album:3yqh9ozOA2cAgPUJaveAuG,Forever
3235,spotify:track:45wBTYlOx3FsuFluuuRRQh,Love Me Harder,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,spotify:album:2ZnzBwKw4e2SHpGvOTWnj4,My Everything
3947,spotify:track:1CI6YgwwNq3VfhgxPuEpE6,Ride,spotify:artist:5AtWO8IEnjhRLzaVVQxFUs,SoMo,spotify:album:3C1R7nVZwUrvb6RG4Bod5U,SoMo
4051,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,I Will Always Love You,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,spotify:album:7JVJlkNNobS0GSoy4tCS96,The Bodyguard - Original Soundtrack Album
4238,spotify:track:2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You,spotify:artist:6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,spotify:album:5W98Ab4VvQEuFEE4TIe5fE,Title
5163,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,The Fray,spotify:album:1IM3GwptCGYjRkzCBolyFK,How To Save A Life
5172,spotify:track:0gJvqi9QyASOCtJu99tytc,Because of You,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,spotify:album:20jYcJane0oI7VoMNoEOJU,Breakaway
5182,spotify:track:4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,spotify:artist:1g1yxsNVPhMUl9GrMjEb2o,Plain White T's,spotify:album:4vUClKTFaDWnsHE8rK52GY,All That We Needed
5221,spotify:track:11bD1JtSjlIgKgZG2134DZ,Chasing Cars,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,spotify:album:6fb7z9rBdrjzpBTg1R1Bwp,Eyes Open
5823,spotify:track:6zo52JP3T62BJWN1Fd802D,Wild Horses - Unplugged,spotify:artist:3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,spotify:album:4KCe4KPxUSyKPLu5a6mDVg,Unplugged
6308,spotify:track:75JFxkI2RXiU7L9VXzMkle,The Scientist,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:album:0RHX9XECH8IVI3LNgWDpmQ,A Rush Of Blood To The Head
6548,spotify:track:3xMVrVMmWh5ti8wBn1QGAz,Listen - from the motion picture Dreamgirls,spotify:artist:6vWDO969PvNqNYHIOW5v0m,Beyoncé,spotify:album:3MJHoQUI828kmB6IpjejbW,B'Day
6552,spotify:track:56twMOlq9DJc3EgpVUVIrW,Stone Cold,spotify:artist:6S2OmqARrzebs0tKUEyXyp,Demi Lovato,spotify:album:3HV3ecmJJ2GmHM93vVVKXF,Confident
7949,spotify:track:31er9IGsfFbwqy1pH4aiTP,I Have Nothing,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,spotify:album:7JVJlkNNobS0GSoy4tCS96,The Bodyguard - Original Soundtrack Album
8378,spotify:track:4kflIGfjdZJW4ot2ioixTB,Someone Like You,spotify:artist:4dpARuHxo51G3z768sgnrY,Adele,spotify:album:1azUkThwd2HfUDdeNeT147,21
8382,spotify:track:4B3RmT3cGvh8By3WY9pbIx,Skyscraper,spotify:artist:6S2OmqARrzebs0tKUEyXyp,Demi Lovato,spotify:album:1ypH0eU9RcE6wngSGSqmeY,Unbroken
8831,spotify:track:0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:album:2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories
9249,spotify:track:6JY1IdkZGeIcPegKxjSKeb,Since U Been Gone,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,spotify:album:20jYcJane0oI7VoMNoEOJU,Breakaway
9715,spotify:track:1dqsPIcUA3TJU40Yb1CK0p,The Morning After,spotify:artist:0W8xe7IqAPlnBRMUpWOUuJ,Meg Myers,spotify:album:14Q6NvjUSthc0Xgb5EgtQd,Sorry
10974,spotify:track:3husjxyCMBvNeiTEcrpPSe,Unfaithful,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:album:1F0HfWg9fdLDdeIfh9CnjU,A Girl Like Me
12040,spotify:track:7rPLZ8Krm6CZIbraFUlnWZ,Make You Feel My Love,spotify:artist:4dpARuHxo51G3z768sgnrY,Adele,spotify:album:6Pb3K1oPXdhsqFXtzKe3Z1,19
15319,spotify:track:7jOvEsDIjHRH0LwCkwZSHS,Crazy in Love,spotify:artist:2msPoIYdnKVeuOOM960FC2,Sofia Karlberg,spotify:album:4dTQNjJJwnGJP075PNPhtm,Crazy in Love - Single
15857,spotify:track:65B1tEOv5W294uCKbmEcFV,I Hope You Dance,spotify:artist:738OS3zrCO782uDiUN9pet,Lee Ann Womack,spotify:album:5NwzdF5qHEtXT6SepzhWJv,I Hope You Dance
16975,spotify:track:0ngtyvPUKR4YTtkVKvZP02,Dream,spotify:artist:5oU0tZlItLctcLOQPS3mCy,Priscilla Ahn,spotify:album:2y8fiUO036vTYKHM2gNSuW,A Good Day
20022,spotify:track:40fvlRGSBSEYWTgCpRyVqf,Beautiful,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,spotify:album:2019iQx5MmA6byqYqdK7zS,Keeps Gettin' Better: A Decade Of Hits
21680,spotify:track:3RSpK5Y0y5tl25qvssrwJ6,My All,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,spotify:album:7aDBFWp72Pz4NZEtVBANi9,Butterfly
28461,spotify:track:7bJwvubZZaoGE1AGEfu8Fi,One Last Time,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,spotify:album:2ZnzBwKw4e2SHpGvOTWnj4,My Everything
29623,spotify:track:6A3gHbGIWZp2AScLbDuxJI,Wait for You,spotify:artist:4NagmapOfJiPOxJ9vQsrsf,Mikkel S. Eriksen,spotify:album:2eN15gJhV0knaQX34bMITU,Elliott Yamin
32748,spotify:track:2ZHmUFJRXfowfWv64nr7yA,Wherever You Will Go,spotify:artist:0qk8MxMzgnfFECvDO3cc0X,Charlene Soraia,spotify:album:08VbGSwDZZws0Tq67JZsVU,Love is The Law
35491,spotify:track:5zCunX8URvLoBHlg1Fnjv6,Already Gone,spotify:artist:0MeLMJJcouYXCymQSHPn8g,Sleeping At Last,spotify:album:0UIIvTTWNB3gRQWFoxoEDh,"Covers, Vol. 2"
35498,spotify:track:3JOF9NzQVkUXtCcJbEQuAb,Heart Like Yours,spotify:artist:19gmxCK2V3jLMi5fDYyKtS,Willamette Stone,spotify:album:2cpfXsbsHVNweQ4USbO6wu,If I Stay (Original Motion Picture Soundtrack)
35707,spotify:track:69b5QMSpgvGhcjbQXzmxfP,"Salted Wound - From The ""Fifty Shades Of Grey"" Soundtrack",spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,Sia,spotify:album:72KO15RSLNUVAqcQbgorYP,Salted Wound
37027,spotify:track:1oj4KLsbYhvfHFnhdb3twP,Cinderella,spotify:artist:3vcFXwLEUdfWMu7gTQKyot,Steven Curtis Chapman,spotify:album:7HAomGpaAjuPCEbuMevOlP,This Moment
61681,spotify:track:0Unx7nTy8OIu1jYtWH6mE0,Prometiste,spotify:artist:03Yb3iBy9GCifXiATEFcit,Pepe Aguilar,spotify:album:0CzGiqLAnbnCTM7bkGTIRE,Negociaré Con La Pena
99883,spotify:track:3ssH1JZFMzhPo3ln5vJW8x,Supermoon,spotify:artist:2LSJrlndCuTpdEluvYHc2E,S. Carey,spotify:album:5N1dzH9uiHoGGPd9IeM2hD,Supermoon
140351,spotify:track:0waaXbZlnJPEmZfD9QZk7L,Hands of Time,spotify:artist:3vyPhRi9Aiswp52m773GpD,Rachel Diggs,spotify:album:77pJdq0sYWJogMq5kZ9S4R,Center of the Earth
182056,spotify:track:111i0gGDZQ3NbXdY2dbpet,Feels Like Home,spotify:artist:15UGnRaSx6Q8TpSTFrwIHN,Edwina Hayes,spotify:album:1s8iceHWBNPmAR1bRi63w6,Pour Me A Drink
251237,spotify:track:2UORsaluUZXiMvkkkedDTJ,Somewhere Over The Rainbow,spotify:artist:5oWOx0BBDSMoFB8JDrjQre,Katharine McPhee,spotify:album:2Ei61reXfqZa5K9RLR5mdb,Somewhere Over The Rainbow / My Destiny
