,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
9,spotify:track:6lanRgr6wXibZr8KgzXxBl,A Thousand Years,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri,spotify:album:15yvc643iYfQtb6zh9NEJo,A Thousand Years
56,spotify:track:13HVjjWUZFaWilh2QUJKsP,Let It Go,spotify:artist:4EzkuveR9pLvDVFNx6foYD,James Bay,spotify:album:5BxvswQSGWrBbVCdx6mFGO,Chaos And The Calm
290,spotify:track:4t7sDpxqkUdcYHA32s9XjQ,My Wish,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,spotify:album:0SAwvmZ1uhBrC6sOZxp6jW,Me And My Gang
588,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,Fix You,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:album:4E7bV0pzG0LciBSWTszra6,X & Y
593,spotify:track:74X1epeRufHckhuX1KFD04,Hallelujah,spotify:artist:3nnQpaTvKb5jCQabZefACI,Jeff Buckley,spotify:album:07Fr36M0hRPJrSJMFWGnvD,Grace (Legacy Edition)
1526,spotify:track:5JuA3wlm0kn7IHfbeHV0i6,All I Want,spotify:artist:4BxCuXFJrSWGi1KHcVqaU4,Kodaline,spotify:album:7vByqqEWERubaAEmTWljDU,In A Perfect World
1545,spotify:track:54KFQB6N4pn926IUUYZGzK,To Build A Home,spotify:artist:32ogthv0BdaSMPml02X9YB,The Cinematic Orchestra,spotify:album:5cPHT4yMCfETLRYAoBFcOZ,Ma Fleur
2098,spotify:track:5JDcQAztvZTIkrWoZihgvC,A Drop In The Ocean,spotify:artist:6CmXhyslohOFRJMtPpRm4O,Ron Pope,spotify:album:0yVBYSlNkpWuqB9TheUQEm,The Bedroom Demos
3885,spotify:track:6yIHGmQLJxWAUZ1ZkENemN,Can't Help Falling in Love,spotify:artist:5cKlE8f6b26h61Ml7m052Q,Haley Reinhart,spotify:album:2jg7PvepCK9V7MyWM7pvzr,Better
5120,spotify:track:5O6yk6U8L3rTbFsIwuqe8H,Turning Tables,spotify:artist:4dpARuHxo51G3z768sgnrY,Adele,spotify:album:1azUkThwd2HfUDdeNeT147,21
5162,spotify:track:2d7LPtieXdIYzf7yHPooWd,Chasing Cars,spotify:artist:0MeLMJJcouYXCymQSHPn8g,Sleeping At Last,spotify:album:0UIIvTTWNB3gRQWFoxoEDh,"Covers, Vol. 2"
5231,spotify:track:57uX2vR9j9DNiANDYfXw1i,Never Say Never,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,The Fray,spotify:album:3ibdlhMmbFPMYoWvwHCzI3,The Fray
5327,spotify:track:5Mw9bXG1dLNhbjofkVS2oR,Oceans (Where Feet May Fail),spotify:artist:74cb3MG0x0BOnYNW1uXYnM,Hillsong United,spotify:album:3A24aBx6jZCAgovIbZUubC,Zion
