,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
3814,spotify:track:1LfWibYjk0TD8YNPtzym9A,33 “GOD”,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:1PgfRdl3lPyACfUGH4pquG,"22, A Million"
3817,spotify:track:688DZF6e1MH5Uf409dwaHm,The Wilhelm Scream,spotify:artist:53KwLdlmrlCelAZMaLVZqU,James Blake,spotify:album:0qY6lBQSi8IMJjHYDPdAqX,James Blake
5280,spotify:track:74sEAHGLjLCjtvaxTnAJHv,Fireworks,spotify:artist:4kwxTgCKMipBKhSnEstNKj,Animal Collective,spotify:album:2uhpYe8rxIMQSOJzPu5cx9,Strawberry Jam
6942,spotify:track:5VarZFY00sO54HErJ3TPCI,So Good At Being in Trouble,spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra,spotify:album:41C5iULlHU9sMYiekI75Pn,II
10601,spotify:track:5oK98mpTJSU0iqLHN1hZ3y,22 (OVER S∞∞N),spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:1PgfRdl3lPyACfUGH4pquG,"22, A Million"
11360,spotify:track:1UGD3lW3tDmgZfAVDh6w7r,Devil In A New Dress,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:20r762YmB5HeofjMCiPMLv,My Beautiful Dark Twisted Fantasy
11601,spotify:track:3DK6m7It6Pw857FcQftMds,Runaway,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:20r762YmB5HeofjMCiPMLv,My Beautiful Dark Twisted Fantasy
11954,spotify:track:0H2MmFtJgoeywCIbAN3sid,715 - CR∑∑KS,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:1PgfRdl3lPyACfUGH4pquG,"22, A Million"
12586,spotify:track:2ZWlPOoWh0626oTaHrnl2a,Ivy,spotify:artist:2h93pZq0e7k5yf4dywlkpM,Frank Ocean,spotify:album:3mH6qwIy9crq0I9YQbOuDf,Blonde
12587,spotify:track:19YKaevk2bce4odJkP5L22,Nikes,spotify:artist:2h93pZq0e7k5yf4dywlkpM,Frank Ocean,spotify:album:3mH6qwIy9crq0I9YQbOuDf,Blonde
12784,spotify:track:5oeOWXjH8NZFOWP0SpSXqV,Chamber Of Reflection,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Mac Demarco,spotify:album:7xPhDaYZ2ejV04aNtdBdvj,Salad Days
16828,spotify:track:0x4KG7bxABwL5TIhC9k9EN,I Need A Forest Fire,spotify:artist:53KwLdlmrlCelAZMaLVZqU,James Blake,spotify:album:3W6y9r01OraL2mcoySQW9v,The Colour In Anything
27044,spotify:track:6IE47jpPeatF2Iay7GZtEc,Feel It All Around,spotify:artist:5juOkIIy18sFw9L30syt1Z,Washed Out,spotify:album:3MwrwbxsAhFCNWfjYN3YKN,Life Of Leisure
29412,spotify:track:2gFBh7NnEfSeBoZZDB5d2C,"John Wayne Gacy, Jr.",spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,Sufjan Stevens,spotify:album:7j8lfKDdL7vE8OAM4cA3W3,Illinois
36888,spotify:track:1Ew4u5JjeMkur2mYLiVczw,Cola,spotify:artist:6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,spotify:album:3xDRuOqakukb1SjHQG4WWc,Anything In Return
36976,spotify:track:4oQkcfukOHfKsmeoeXQLWC,Rusty,spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",spotify:album:40QTqOBBxCEIQlLNdSjFQB,Wolf
47680,spotify:track:4Bb9UvyIN5lEYThNwxDIQE,10 d E A T h b R E a s T ⚄ ⚄,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:1PgfRdl3lPyACfUGH4pquG,"22, A Million"
48178,spotify:track:5XK1xClRUXSwCUu4I0E1RV,Time Moves Slow,spotify:artist:65dGLGjkw3UbddUg2GKQoZ,BadBadNotGood,spotify:album:1KgiVPDV0v0pn1MslihNHB,IV
51351,spotify:track:08ZsI74y3P6mQw8En1c6tQ,Easy Easy,spotify:artist:4wyNyxs74Ux8UIDopNjIai,King Krule,spotify:album:6DAL46eCFRxgj624atbOYY,6 Feet Beneath the Moon
52501,spotify:track:0wcImcUemunoyKSXn6qqFj,The Noose of Jah City,spotify:artist:4wyNyxs74Ux8UIDopNjIai,King Krule,spotify:album:0ArFggSom5SgINPsvGGFlK,King Krule
56290,spotify:track:47A4a2ZxJaZz5nBME2HtXs,Grief,spotify:artist:3A5tHz1SfngyOZM2gItYKu,Earl Sweatshirt,spotify:album:3wUv2IjD5hPrqlPakpczQa,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt"
70346,spotify:track:7KKW3MSfqCCai76gKSZEco,Faucet,spotify:artist:3A5tHz1SfngyOZM2gItYKu,Earl Sweatshirt,spotify:album:3wUv2IjD5hPrqlPakpczQa,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt"
85009,spotify:track:69JQTbSruOyYPN7E96DX3o,Put That Away And Talk To Me,spotify:artist:53KwLdlmrlCelAZMaLVZqU,James Blake,spotify:album:3W6y9r01OraL2mcoySQW9v,The Colour In Anything
92542,spotify:track:2mKgAOAUL9uTOFGPxb4a6O,I Never Learnt To Share,spotify:artist:53KwLdlmrlCelAZMaLVZqU,James Blake,spotify:album:0qY6lBQSi8IMJjHYDPdAqX,James Blake
96186,spotify:track:1NLzrWdp5hid7GsPGmxnle,Carissa,spotify:artist:4G0XDEk7RbA4BBCTs917U9,Sun Kil Moon,spotify:album:0SUnw24DP3YwhbIqYv0XAf,Benji
99202,spotify:track:0E8ztdwAhGJ6KRdElKGQT4,Clash the Truth,spotify:artist:1bwUhKRmEkOZ1wuTnV9XjC,Beach Fossils,spotify:album:40TgysF80nR70X6NCIvSHz,Clash The Truth
120490,spotify:track:2agb1CPPGWXqXnrKn6cx7u,Archangel,spotify:artist:4INnl87UanPp6tDoL9lSHV,Burial,spotify:album:3zhiAPi0l1rxjaA1VBa4QX,Untrue
131185,spotify:track:3kiTOJXpAV3fR5QSSWeyeD,Always,spotify:artist:53KwLdlmrlCelAZMaLVZqU,James Blake,spotify:album:3W6y9r01OraL2mcoySQW9v,The Colour In Anything
134156,spotify:track:1Q9YniO0JGWFI8j5Uv8lcJ,another perspective,spotify:artist:6YJ4EgQzDfJnIHRbqIHAdD,Idealism,spotify:album:1mjWLH2XZ5GpMn2uRufkJU,hiraeth ep
139443,spotify:track:2j0fnQgZlvjUFAnhCIY2FP,Meet You In The Maze,spotify:artist:53KwLdlmrlCelAZMaLVZqU,James Blake,spotify:album:3W6y9r01OraL2mcoySQW9v,The Colour In Anything
166910,spotify:track:5ZPprxpk8aazz6ZGyGtzeo,Highway Patrol,spotify:artist:67lytN32YpUxiSeWlKfHJ3,Yung Lean,spotify:album:3OHYFlFMX0kx8NrPbfk04p,Warlord (Deluxe)
189093,spotify:track:5GwHGyJpAYOqzb7QngyXt0,Chocolate Girl,spotify:artist:4kwxTgCKMipBKhSnEstNKj,Animal Collective,spotify:album:4ZP3QB0r7CGCJ8eddFDJqw,"Spirit They've Gone, Spirit They've Vanished"
235172,spotify:track:3V2FS2divZQ4fh54jxa5BP,No Justice (feat. Big TC),spotify:artist:7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,spotify:album:7bSsdgWDh5VRI3ZVOXQEj4,Campaign
251636,spotify:track:35RKhytK9hO3bDNJ02hhKl,Cuckoo Cuckoo,spotify:artist:4kwxTgCKMipBKhSnEstNKj,Animal Collective,spotify:album:2uhpYe8rxIMQSOJzPu5cx9,Strawberry Jam
