,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
15,spotify:track:3uhBIQ7tv8j1FME8cFGEfG,All of Me,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,John Legend,spotify:album:1rPBcCACCx9lxTib5s2Mqc,Love In The Future
27,spotify:track:4zzzZ1UNfr75ASG1lUE9L1,Stay - Album Version (Edited),spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:album:1ciAVKFdlpLi2eGDlXv6Bo,Unapologetic
30,spotify:track:0B7wvvmu9EISAwZnOpjhNI,When I Was Your Man,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:4xWulj18AGahlyuZPulaGe,Unorthodox Jukebox
73,spotify:track:5XzmZjXhMjDHr7ZfJ6DELQ,FourFiveSeconds,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:album:3W6dGZZiH1GxBiQWE5CjzK,FourFiveSeconds
201,spotify:track:7bLBekAdZXj48UVI0QpJbO,"Too Little, Too Late - Radio Version",spotify:artist:5xuNBZoM7z1Vv8IQ6uM0p6,JoJo,spotify:album:3j4FqZqQ7wiSloLyQZqszi,"Too Little, Too Late"
359,spotify:track:2nRvKHh2mtOfIQ4jcAkP9q,Just a Kiss,spotify:artist:32WkQRZEVKSzVAAYqukAEA,Lady Antebellum,spotify:album:77qMEqlvpP3A9birVl9bjn,Own The Night
589,spotify:track:3S0OXQeoh0w6AY8WQVckRW,I'm Yours,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Jason Mraz,spotify:album:1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things.
1355,spotify:track:53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Jason Mraz,spotify:album:64SChsjQBiEe3aVTFYnW1b,Love Is A Four Letter Word
3224,spotify:track:0HnaqUxvHP5LaWdmWwJpiS,Love Somebody,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,spotify:album:7i1Ej2Ix9aIiLKqhNwAB2l,Overexposed
4087,spotify:track:53Pgsvu3qSYO2aXt5J2vcL,Lego House,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:0W5GGnapMz0VwemQvJDqa7,+
4195,spotify:track:6j7hih15xG2cdYwIJnQXsq,Not Over You,spotify:artist:5DYAABs8rkY9VhwtENoQCz,Gavin DeGraw,spotify:album:2zVRgW8bXd7ukXRZSWw81j,Sweeter
4203,spotify:track:4SRqDmPxYX0pUb5B5ut2Ri,So Sick,spotify:artist:21E3waRsmPlU7jZsS13rcj,Ne-Yo,spotify:album:1WO7bigEZckVrkzPBjAsiQ,In My Own Words
5216,spotify:track:0HZhYMZOcUzZKSFwPOti6m,Jar of Hearts,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri,spotify:album:3XNK8vPk3O1rjhDZyOMJ6n,lovestrong.
6309,spotify:track:6zYqyOJuyXDOvWJwKkZ8tg,You and I,spotify:artist:2vm8GdHyrJh2O2MfbQFYG0,Ingrid Michaelson,spotify:album:7o2VLivg95UduHjTMTIEIf,Be OK
6427,spotify:track:1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,spotify:album:2Q9oTK48eb85waX1fFJsvj,The Truth About Love
8128,spotify:track:5WQQIDU3HRaMyPkob8mpFb,Where Have You Been,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:album:2g1EakEaW7fPTZC6vBmBCn,Talk That Talk
8375,spotify:track:7rWq6WfZNwilZgRvZUw6CQ,Try,spotify:artist:6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,spotify:album:3Gvp7hk4YWaWg2mF0XAauA,Gypsy Heart
8378,spotify:track:4kflIGfjdZJW4ot2ioixTB,Someone Like You,spotify:artist:4dpARuHxo51G3z768sgnrY,Adele,spotify:album:1azUkThwd2HfUDdeNeT147,21
10406,spotify:track:735rjks7kQgWCjTQlIHMuH,Head Over Feet - 2015 Remastered,spotify:artist:6ogn9necmbUdCppmNnGOdi,Alanis Morissette,spotify:album:5Ap3F8CxjjsQKZGASDcHNA,Jagged Little Pill (Remastered)
10467,spotify:track:5XrfFo0JFOnWD9ZMNXGkQh,If It Makes You Happy,spotify:artist:4TKTii6gnOnUXQHyuo9JaD,Sheryl Crow,spotify:album:3w7TTi80vZApF0rQE5DMYb,Sheryl Crow
10707,spotify:track:4G2Hbfwvn3oH7LxxPXjjGn,Treasure,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:4xWulj18AGahlyuZPulaGe,Unorthodox Jukebox
10711,spotify:track:6SKwQghsR8AISlxhcwyA9R,Marry You,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:6J84szYCnMfzEcvIcfWMFL,Doo-Wops & Hooligans
11595,spotify:track:161DnLWsx1i3u1JT05lzqU,Talking To The Moon,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:1uyf3l2d4XYwiEqAb7t7fX,Doo-Wops & Hooligans
12653,spotify:track:3ZHfX6kbiY7JVsB63lLOLu,The Only Exception,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:album:3CaQTJU2Cpx7GXTgenmb2r,brand new eyes
15104,spotify:track:24ha18yq0t7XnZ9EgJ7HYb,So,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:2hyDesSAYNefikDJXlqhPE,5
15617,spotify:track:1yjY7rpaAQvKwpdUliHx0d,Still Into You,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:album:4sgYpkIASM1jVlNC8Wp9oF,Paramore
15674,spotify:track:08GujSR7BcjakZUzX0R0nl,Miss Movin' On,spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,spotify:album:6IBUil5AQA6wPLCzpYrlMI,Reflection
18532,spotify:track:1KlDcHrlDPUJJPmMup3tUp,5 Years Time,spotify:artist:0aeLcja6hKzb7Uz2ou7ulP,Noah And The Whale,spotify:album:4bzNinbJcnth182w03fSL2,"Peaceful, The World Lays Me Down"
19925,spotify:track:4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),spotify:artist:21E3waRsmPlU7jZsS13rcj,Ne-Yo,spotify:album:4HPdvrPf9RGfJ2hNYrODpC,R.E.D.
20429,spotify:track:5u0YB9bpmgEPS2bPhwfRFV,arms,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri,spotify:album:3XNK8vPk3O1rjhDZyOMJ6n,lovestrong.
21826,spotify:track:1gugDOSMREb34Xo0c1PlxM,She Looks So Perfect,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,spotify:album:2LkWHNNHgD6BRNeZI2SL1L,5 Seconds Of Summer
24886,spotify:track:4zhpLgd7CsS69auGgoMpoT,One Call Away (feat. Tyga) - Remix,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,spotify:album:5J4SS8wTmXdyIEVYjmHzpZ,Nine Track Mind
44766,spotify:track:7wlUU1sJ9Md89P1xgLyUGV,be my forever (feat. ed sheeran),spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri,spotify:album:74PXwYZw2Z5UF6keoLp8qH,head or heart
55721,spotify:track:4MVj6sUr4CxpdlklYrvtxU,Somebody That I Used To Know - Tiësto Remix,spotify:artist:2AsusXITU8P25dlRNhcAbG,Gotye,spotify:album:0r1Tfm3v0y7SDtsj7kpn1V,Somebody That I Used To Know
403577,spotify:track:3rmK6B5QIPnppiibuQqVNb,No Frontiers - MTV Unplugged Version,spotify:artist:1VbWUxZTRNY2gw3qZ1tg9W,The Corrs,spotify:album:68QpU7XGT0RIX4NNkPLXzx,The Corrs Unplugged
