,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
464,spotify:track:5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,spotify:artist:6olE6TJLqED3rqDCT0FyPh,Nirvana,spotify:album:2guirTSEqLizK7j9i1MTTZ,Nevermind
2153,spotify:track:4dzOxPZFYX77xpMwv4EhnO,Fat Lip,spotify:artist:0qT79UgT5tY4yudH9VfsdT,Sum 41,spotify:album:47wh50aG3MIgDpsMe5B7n7,"All Killer, No Filler"
2203,spotify:track:1UREw2MCfU0xwBzCAjxlUD,Scars,spotify:artist:4RddZ3iHvSpGV4dvATac9X,Papa Roach,spotify:album:25wlsi7SWD8mFKxaEWGYuL,Getting Away With Murder
2231,spotify:track:59WN2psjkt1tyaxjspN8fp,Killing In The Name,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,spotify:album:4Io5vWtmV1rFj4yirKb4y4,Rage Against The Machine - XX (20th Anniversary Special Edition)
2700,spotify:track:6wqJeItl3Vc3az4ZicSQAB,Before I Forget,spotify:artist:05fG473iIaoy82BF1aGhL8,Slipknot,spotify:album:4ZDBQSIDIZRUBOG2OHcN3T,Vol. 3: The Subliminal Verses [Special Package]
4413,spotify:track:0Puj4YlTm6xNzDDADXHMI9,Sabotage,spotify:artist:03r4iKL2g2442PT9n2UKsx,Beastie Boys,spotify:album:6lfjbwFGzQ6aSNP1N3JlT8,Ill Communication
4427,spotify:track:6EsBn1Md8C5YdbCzvwvZq8,Self Esteem,spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,The Offspring,spotify:album:5HDj9yjtyhPduBMVax56pg,Greatest Hits
4438,spotify:track:0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,spotify:album:24E6rDvGDuYFjlGewp4ntF,Evil Empire
9345,spotify:track:3asFGFY3uLjMDmML1p0tYm,Savior,spotify:artist:6Wr3hh341P84m3EI8qdn9O,Rise Against,spotify:album:3smHEWBKoqDUFuJrV8BCg1,Appeal To Reason
9346,spotify:track:2GTBnTnkvaNhVg7ADGnVzN,Prayer Of The Refugee,spotify:artist:6Wr3hh341P84m3EI8qdn9O,Rise Against,spotify:album:3tArEX2M5WaHAqBAZoCwjW,The Sufferer & The Witness
