,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
82,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,Stronger,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:3SZr5Pco2oqKFORCP3WNj9,Graduation
152,spotify:track:0LWQWOFoz5GJLqcHk1fRO2,Look At Me Now,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,Chris Brown,spotify:album:6rEm9wAyZP79RFa2qW2bf7,F.A.M.E.
155,spotify:track:4MxZW1XEcPuIZmkANsJabC,Party Up,spotify:artist:1HwM5zlC5qNWhJtM00yXzG,DMX,spotify:album:10memku7dGZY14rvvlNpPv,...And Then There Was X
180,spotify:track:0yQw3d0iQDjMrxaVHFv77J,Strange Clouds (feat. Lil Wayne) - feat. Lil Wayne,spotify:artist:5ndkK3dpZLKtBklKjxNQwT,B.o.B,spotify:album:7qqCw47pAWFzhwTpVRd0zE,Strange Clouds
2367,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,Danza Kuduro,spotify:artist:33ScadVnbm2X8kkUqOkC6Z,Don Omar,spotify:album:6mGDfbDErYIJsmSewvccWm,Meet The Orphans
2808,spotify:track:0srwKuJPH8yBzzFUJMBQM2,Rack City,spotify:artist:5LHRHt1k9lMyONurDHEdrp,Tyga,spotify:album:3KHamR7LZmFT0xqPA1Hyob,Careless World: Rise Of The Last King
2884,spotify:track:4zGvb8hxGLB2jEPRFiRRqw,Bonfire,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,spotify:album:4q5E2s5u5X5HT4UMJpbMKE,Camp
3270,spotify:track:5A6OHHy73AR5tLxgTc98zz,Black And Yellow,spotify:artist:137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,spotify:album:6ZOXiVL8rmk2ATHJiFJhiD,Rolling Papers
3288,spotify:track:0osPX8TruIebOhKuG6GK8C,On My Level - feat. Too $hort,spotify:artist:137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,spotify:album:6ZOXiVL8rmk2ATHJiFJhiD,Rolling Papers
3291,spotify:track:0332p5aiaQ6vyomilcGSy4,Yuck!,spotify:artist:17lzZA2AlOHwCwFALHttmp,2 Chainz,spotify:album:1wBFRaacNYmqfkidUZ0NtM,Based On A T.R.U. Story
3296,spotify:track:0HRSsZiisdMuUrWhzb8ewK,Bout Me - feat. Problem & Iamsu [Bonus Track],spotify:artist:137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,spotify:album:5S4SuPHbaozi5PDedAONTG,O.N.I.F.C.
3374,spotify:track:4X5f3vT8MRuXF68pfjNte5,F**kin' Problems,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,spotify:album:6rzMufuu8sLkIizM4q9c7J,LONG.LIVE.A$AP (Deluxe Version)
4152,spotify:track:41dlUjw62zsD6LZQcljMZR,I Love College,spotify:artist:1wgY8huggK60P5nvYrwcYT,Asher Roth,spotify:album:3rTAixxgB3lS60JvK02hEH,Asleep In The Bread Aisle
4188,spotify:track:6LxSe8YmdPxy095Ux6znaQ,Headlines,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,spotify:album:6X1x82kppWZmDzlXXK3y3q,Take Care
4591,spotify:track:5dNfHmqgr128gMY2tc5CeJ,Ignition - Remix,spotify:artist:2mxe0TnaNL039ysAj51xPQ,R. Kelly,spotify:album:35Ea7OWXZPZB1vAPiaEGOM,Chocolate Factory
4662,spotify:track:1V4jC0vJ5525lEF1bFgPX2,Shots,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,LMFAO,spotify:album:7qtQYJc0H6s3CK4c7Gp8GR,Party Rock
5334,spotify:track:4IowQDUOzUvNtp72HMDcKO,Love Sosa,spotify:artist:15iVAtD3s3FsQR4w1v6M0P,Chief Keef,spotify:album:6VML3yX1WR5pXtg6fmwdzZ,Finally Rich
5580,spotify:track:1ms5tNNdPouTtcD2oVF9Oz,"Work Hard, Play Hard",spotify:artist:137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,spotify:album:5S4SuPHbaozi5PDedAONTG,O.N.I.F.C.
6822,spotify:track:22wKQbMH8n7wZfso2VcLJL,Opposite Of Adults,spotify:artist:40giwFcTQtv9ezxW8yqxJU,Chiddy Bang,spotify:album:5OjzRDl141Fndlh0ex0Bv8,The Preview
7886,spotify:track:2NRUU0gP1d8Yif8CpsCW8l,Faded,spotify:artist:5LHRHt1k9lMyONurDHEdrp,Tyga,spotify:album:3KHamR7LZmFT0xqPA1Hyob,Careless World: Rise Of The Last King
7891,spotify:track:2DLsQuwxEdXt2yp54vw355,No Worries,spotify:artist:55Aa2cqylxrFIXC767Z865,Lil Wayne,spotify:album:4rhNBjL39LW5tuZgRShtnx,I Am Not A Human Being II
