,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
1035,spotify:track:5CQ30WqJwcep0pYcV4AMNc,Stairway To Heaven,spotify:artist:36QJpDe2go2KgaRleHCDTp,Led Zeppelin,spotify:album:44Ig8dzqOkvkGDzaUof9lK,Led Zeppelin IV
1039,spotify:track:1Y373MqadDRtclJNdnUXVc,Paranoid - Remastered Version,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,spotify:album:6r7LZXAVueS5DqdrvXJJK7,Paranoid
1881,spotify:track:0bVtevEgtDIeRjCJbK3Lmv,Welcome To The Jungle,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,spotify:album:3I9Z1nDCL4E0cP62flcbI5,Appetite For Destruction
2189,spotify:track:6b2oQwSGFkzsMtQruIWm2p,Creep,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Radiohead,spotify:album:6400dnyeDyD2mIFHfkwHXN,Pablo Honey
2202,spotify:track:5eek2X5459T1HoYJk2CKXv,Last Resort,spotify:artist:4RddZ3iHvSpGV4dvATac9X,Papa Roach,spotify:album:3VdXq4YQIt3ugs05SjFmsD,Infest
2231,spotify:track:59WN2psjkt1tyaxjspN8fp,Killing In The Name,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,spotify:album:4Io5vWtmV1rFj4yirKb4y4,Rage Against The Machine - XX (20th Anniversary Special Edition)
2407,spotify:track:0QwZfbw26QeUoIy82Z2jYp,Good Times Bad Times,spotify:artist:36QJpDe2go2KgaRleHCDTp,Led Zeppelin,spotify:album:3ycjBixZf7S3WpC5WZhhUK,Led Zeppelin
2433,spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,Ace of Spades,spotify:artist:1DFr97A9HnbV3SKTJFu62M,Motörhead,spotify:album:3rxF05Aux0QTrN533Kjc91,Ace of Spades
2446,spotify:track:2JS1iE5A5RHvUPH5Zl9jlF,Run to the Hills - 1998 Remastered Version,spotify:artist:6mdiAmATAx73kdxrNrnlao,Iron Maiden,spotify:album:6q5MEna6Fg46powSoeZJe3,The Number Of The Beast
2461,spotify:track:78lgmZwycJ3nzsdgmPPGNx,Immigrant Song,spotify:artist:36QJpDe2go2KgaRleHCDTp,Led Zeppelin,spotify:album:6P5QHz4XtxOmS5EuiGIPut,Led Zeppelin III
2463,spotify:track:0wJoRiX5K5BxlqZTolB2LD,Purple Haze,spotify:artist:776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,spotify:album:7rSZXXHHvIhF4yUFdaOCy9,Are You Experienced
2464,spotify:track:3MODES4TNtygekLl146Dxd,Ramble On,spotify:artist:36QJpDe2go2KgaRleHCDTp,Led Zeppelin,spotify:album:70lQYZtypdCALtFVlQAcvx,Led Zeppelin II
2466,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,spotify:artist:776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,spotify:album:5z090LQztiqh13wYspQvKQ,Electric Ladyland
2478,spotify:track:63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,spotify:artist:1WRM9i067hd2ujxxi8FI3m,Steppenwolf,spotify:album:6GLHwIp1K3u1zdLOdPRG0W,Steppenwolf
2737,spotify:track:40rvBMQizxkIqnjPdEWY1v,Down With the Sickness,spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,Disturbed,spotify:album:6IvosVciDOQ9NAPaKwhtLY,The Sickness
3565,spotify:track:4sFbojhVXQv7dBC9PVCcRn,Sympathy For The Devil,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,spotify:album:5WZFtmADuJUZPtt0NER0Qi,Beggars Banquet
4382,spotify:track:4ReyTz0y3TGkX48wO3Llot,Epic,spotify:artist:6GbCJZrI318Ybm8mY36Of5,Faith No More,spotify:album:6LEP3L94jnkqjOxYJWPRP0,The Real Thing
4388,spotify:track:1AfYo6cKm3yHsJHdmNoGO1,Interstate Love Song,spotify:artist:2UazAtjfzqBF0Nho2awK4z,Stone Temple Pilots,spotify:album:2vi1ddPi3fY7vePMqxUVob,Purple
4400,spotify:track:39tLc4Xp58Lu4KcWHggeE2,Closer,spotify:artist:0X380XXQSNBYuleKzav5UO,Nine Inch Nails,spotify:album:3i13RcPnJ0AkHEamweLGhq,The Downward Spiral
4418,spotify:track:6QewNVIDKdSl8Y3ycuHIei,Even Flow,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,spotify:album:5B4PYA7wNN4WdEXdIJu58a,Ten
4428,spotify:track:0Yb5Kfpf3boElZNa61wPdJ,Come Out And Play (Keep ‘Em Separated),spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,The Offspring,spotify:album:5HDj9yjtyhPduBMVax56pg,Greatest Hits
4434,spotify:track:0psB5QzGb4653K0uaPgEyh,Suck My Kiss,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,spotify:album:30Perjew8HyGkdSmqguYyg,Blood Sugar Sex Magik
4438,spotify:track:0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,spotify:album:24E6rDvGDuYFjlGewp4ntF,Evil Empire
4449,spotify:track:6gZVQvQZOFpzIy3HblJ20F,Man in the Box,spotify:artist:64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,spotify:album:5LbHbwejgZXRZAgzVAjkhj,Facelift
4465,spotify:track:4qMzPtAZe0C9KWpWIzvZAP,Bullet With Butterfly Wings,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,spotify:album:4bPT6Q8ppaSNppk1kbEbLl,Mellon Collie and the Infinite Sadness
4472,spotify:track:0lXrp1d2S5X4mbBH978ejJ,Machinehead - Remastered,spotify:artist:78SHxLdtysAXgywQ4vE0Oa,Bush,spotify:album:2tvQxqjYZn9tUZ0D6ZGEJC,Sixteen Stone
4476,spotify:track:6txWz9UapYHVxEd7dDIHXT,No Rain,spotify:artist:5sD1ZLf2dGQ9gQ3YJl1eAd,Blind Melon,spotify:album:55jET4vDioHHd7ztX7OX3h,Blind Melon
