,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
859,spotify:track:6WXN5Pvim9BKB6Wb765II5,Amen,spotify:artist:6om12Ev5ppgoMy3OYSoech,Halestorm,spotify:album:6jPjpEJBxT0HN71TAEohZ0,Into The Wild Life
2231,spotify:track:59WN2psjkt1tyaxjspN8fp,Killing In The Name,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,spotify:album:4Io5vWtmV1rFj4yirKb4y4,Rage Against The Machine - XX (20th Anniversary Special Edition)
2433,spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,Ace of Spades,spotify:artist:1DFr97A9HnbV3SKTJFu62M,Motörhead,spotify:album:3rxF05Aux0QTrN533Kjc91,Ace of Spades
2656,spotify:track:0hKLGoFtQiMHUzmquTyzpS,Love Bites [So Do I],spotify:artist:6om12Ev5ppgoMy3OYSoech,Halestorm,spotify:album:1d9fNpMEICkIPnJ3r6EG3A,The Strange Case of...
2661,spotify:track:2ZD2yg66kxuyC3QCXwMfoc,Dig,spotify:artist:2Pfv2w8a20xzC7Dr7QXRqM,Mudvayne,spotify:album:6H9as9N1VRLglm7UTT47Zs,Original Album Classics
2662,spotify:track:0JKY13K1Io2aqXJb96UyzX,I Get Off,spotify:artist:6om12Ev5ppgoMy3OYSoech,Halestorm,spotify:album:5iMlDARMRcsRn0hvFMgDfS,Halestorm
2735,spotify:track:42ZVk59gT4tMlrZmd8Ijxf,Indestructible,spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,Disturbed,spotify:album:6hz9f6H7URtoigU517WjD6,Indestructible
4430,spotify:track:4tvBoSWeIW0bjhKNre5mod,Thunder Kiss '65,spotify:artist:0CF71zaDOJWCynIkW9bSK8,White Zombie,spotify:album:6Cvv0qNSdZNf9o0j8EohoD,La Sexorcisto: Devil Music Volume 1
4438,spotify:track:0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,spotify:album:24E6rDvGDuYFjlGewp4ntF,Evil Empire
8030,spotify:track:5YBVDvTSSSiqv7KZDeUlXA,Renegades Of Funk,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,spotify:album:6iVOwFVjFRoQPgj8GUwSsi,Renegades
11615,spotify:track:7lmeHLHBe4nmXzuXc0HDjk,Testify,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,spotify:album:2eia0myWFgoHuttJytCxgX,The Battle Of Los Angeles
12953,spotify:track:5gZ8nTiDCrI6IIk447z04i,What?,spotify:artist:3HVdAiMNjYrQIKlOGxoGh5,Rob Zombie,spotify:album:1lRP2viDsQVnL5FZwTsFwB,Hellbilly Deluxe 2
14856,spotify:track:7i6UQPAHgqgMGJJK7elUGS,Are You Dead Yet,spotify:artist:1xUhNgw4eJDZfvumIpcz1B,Children Of Bodom,spotify:album:16eFDbMaEt4YfwSVpiRfD2,Are You Dead Yet?
14879,spotify:track:1HNFInFeXqddmDRqvlelGQ,South Of Heaven,spotify:artist:1IQ2e1buppatiN1bxUVkrk,Slayer,spotify:album:10vR3QHVU4zAFbT3XMmOaI,South Of Heaven
14897,spotify:track:7H3iDnJZ4SDQ5ysbqpUuRo,Bleed,spotify:artist:3ggwAqZD3lyT2sbovlmfQY,Meshuggah,spotify:album:1Z4MdbyboIEZhwSZKsIA0Z,ObZen
18926,spotify:track:2aIB1CdRRG7YLBu9hNw9nR,The Beautiful People,spotify:artist:2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,spotify:album:7APnZJwayR3lH9aUDPDYQB,Antichrist Superstar
18933,spotify:track:0M80OH09xmL6yIeUHHyX0O,This Is The New Shit,spotify:artist:2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,spotify:album:56WBZtg0HC6FKSE5pJA9C8,The Golden Age Of Grotesque
18966,spotify:track:1eRLWovRgruHeE0Ir7GrTt,Breaking Me Down,spotify:artist:4PoYwGOztIrPpBfRIlMSxP,Soil,spotify:album:5tvQbj6e1LF8P67EOURmyg,Scars
20074,spotify:track:4CbKVDZkYKdv69I4bCaKUq,Hero,spotify:artist:49bzE5vRBRIota4qeHtQM8,Skillet,spotify:album:0RySAmM6oDPGSE03X3dzi1,Awake
21330,spotify:track:5cxp9kjCFyJwzv3lzeX7ku,Inside The Fire,spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,Disturbed,spotify:album:6hz9f6H7URtoigU517WjD6,Indestructible
21364,spotify:track:48ncRBVLgiu8MY7O70VVw5,Ladies And Gentlemen,spotify:artist:5S6hjAxgxjsLylsTtMIimO,Saliva,spotify:album:1JA2ZEDY4s6N08dbLCrbAz,Blood Stained Love Story
26650,spotify:track:1twBt7aZiy7HWPG025QGuP,Aerials,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,System Of A Down,spotify:album:4DR0GWo7w2GJyQnFVa4jAB,Toxicity
27866,spotify:track:4KRIN62LtUomHmyA1BFyvR,Under and Over It,spotify:artist:5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,spotify:album:6y1jQ3lw9XONTAzwLrnsqy,American Capitalist
27893,spotify:track:2ORgGmeuxXBngPG4AJRSri,House Of The Rising Sun,spotify:artist:5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,spotify:album:7E7ME2x2ODYKks08G4fN62,The Wrong Side Of Heaven & The Righteous Side Of Hell Vol.2
31765,spotify:track:4jm9cC2fWW07m1whUw2E6Y,Wash it All Away,spotify:artist:5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,spotify:album:6BNz3kTKk1A8z4Os0ZmFXf,Got Your Six
32045,spotify:track:12nGRgtkjrqb3mvsEp4yKj,Denial,spotify:artist:35Uu85Pq33mK8x1jYqsHY2,Sevendust,spotify:album:0YIzJF9rLdrK9KzADZjYVe,Best Of (Chapter One 1997-2004)
37352,spotify:track:5siM4eG36axvG3alLNnsAx,Sonne,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Rammstein,spotify:album:2tHCY2fDMi0NqeGZcAxNSc,Mutter
37894,spotify:track:0DLjcGTmH2NV9AjzecAGT6,Breathe Into Me,spotify:artist:01crEa9G3pNpXZ5m7wuHOk,Red,spotify:album:3DrOZBzNxCPvO1a9sQHrnh,End Of Silence
41486,spotify:track:4hFc4GpCg4Kz2zLgfgbqAb,Breakin' Outta Hell,spotify:artist:6urzdpGY5yUimWZsgJUoTb,Airbourne,spotify:album:73aTmbWwu45kyIQ7fxqwG8,Breakin' Outta Hell
43638,spotify:track:6VxBehxfLFYZOE587ENrqF,Confrontation,spotify:artist:6iswhpc2w6na3lS1vehFXF,Otep,spotify:album:2ycvaxYxbiZnaPQD1VtuI3,The Ascension
43699,spotify:track:2nUy0ifVE7UwtOK4rugFsP,The End of Heartache,spotify:artist:37394IP6uhnjIpsawpMu4l,Killswitch Engage,spotify:album:6NrMjaGIZAKZLMzVnkNY4V,The End Of Heartache [Special Edition]
45143,spotify:track:1INY8U3j0VdfhNm1xksZ9I,Enemy,spotify:artist:35Uu85Pq33mK8x1jYqsHY2,Sevendust,spotify:album:6WWAsicnMbHnYWATeJQgF6,Seasons
50360,spotify:track:3cwDSDzTiWr5H5xMQhQ6Mx,Du hast,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Rammstein,spotify:album:6f4dhaPfZqf2JXewAvE4gq,Sehnsucht
50705,spotify:track:4qZuFtghvQvmkVTzt7rAw1,Take This Life,spotify:artist:57ylwQTnFnIhJh4nu4rxCs,In Flames,spotify:album:5qNcLXli5rVmRtYSb0IgzP,Come Clarity
50858,spotify:track:0lCwaZYSRy6q0jLmnYiQxi,Laid to Rest,spotify:artist:3JFsVIxOn7STeilPICkkB2,Lamb of God,spotify:album:22cwC9T4GqpPukJzWNBrlH,Ashes Of The Wake
51726,spotify:track:1TkMTWXNGHQO6LdEYlAl64,I Worship Chaos,spotify:artist:1xUhNgw4eJDZfvumIpcz1B,Children Of Bodom,spotify:album:1tCB0Ehyu6DZaaE4QxJ0DV,I Worship Chaos
51762,spotify:track:5Zs3el62trdIcLjs2fQJf0,Royals,spotify:artist:6iswhpc2w6na3lS1vehFXF,Otep,spotify:album:5Avmyz7wnYYX4eZOqad3yx,Generation Doom
52086,spotify:track:0rlPOzWbNVui2ABuI5OFhL,Halo,spotify:artist:4PoYwGOztIrPpBfRIlMSxP,Soil,spotify:album:2h9pGOK3WpnKM6sJjILl5E,Scars
53643,spotify:track:5slL6SjvXnRbTmSDESYUBz,In The Dark,spotify:artist:2RTUTCvo6onsAnheUk3aL9,3 Doors Down,spotify:album:3opqVXEveZ5BOeMq0tS9EF,Us And The Night
54631,spotify:track:3qTTuaFDrbwoJOmRnve804,Distance,spotify:artist:7wqP36o9lqWteOCxBnXlwx,Soilwork,spotify:album:1OKTFjQcEG9GEUU8ozvvYp,Stabbing The Drama
54721,spotify:track:7h7ZpjPnPtT4aKQZ1ZNZX2,Born in Dissonance,spotify:artist:3ggwAqZD3lyT2sbovlmfQY,Meshuggah,spotify:album:6ATqrpNRIifZmv04HPWN6H,The Violent Sleep of Reason
59008,spotify:track:7y9l4rJLsXQMHciCNSgZmi,Back From the Dead,spotify:artist:49bzE5vRBRIota4qeHtQM8,Skillet,spotify:album:4rJu3hBFAUqIAQOlSStJzO,Unleashed
59179,spotify:track:3h99RESVnS9wla9mxLGC0q,The Collapse,spotify:artist:1ZjAT2nTrzDIXFfsQ2hWJk,Adelitas Way,spotify:album:4wphpmpU7otsQnFEjIHcMT,Home School Valedictorian
