,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
2231,spotify:track:59WN2psjkt1tyaxjspN8fp,Killing In The Name,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,spotify:album:4Io5vWtmV1rFj4yirKb4y4,Rage Against The Machine - XX (20th Anniversary Special Edition)
4438,spotify:track:0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,spotify:album:24E6rDvGDuYFjlGewp4ntF,Evil Empire
11616,spotify:track:1wsRitfRRtWyEapl0q22o8,Guerrilla Radio,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,spotify:album:2eia0myWFgoHuttJytCxgX,The Battle Of Los Angeles
11660,spotify:track:5cZqsjVs6MevCnAkasbEOX,Break Stuff,spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,spotify:album:3HCCUaRSjHSFOe4fqE0BiP,Significant Other
11944,spotify:track:3xktQXIr1OD3ENc19viwDP,Bodies,spotify:artist:1E4r4z7ivGUcSAnCbINJ9v,Drowning Pool,spotify:album:4WUZJZ6kam5iHdfhQIVuAr,Sinner
11947,spotify:track:1TEZWG1FdjzDdercCguTwj,Nookie,spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,spotify:album:3HCCUaRSjHSFOe4fqE0BiP,Significant Other
20072,spotify:track:5iL6kCJemL2nCc3872qeUc,Eat You Alive,spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,spotify:album:0qxadqjY5ZtZPw1kzjCUGp,Results May Vary
20073,spotify:track:0FNP4X9OmYgFk2MRYVIFGB,My Way,spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,spotify:album:3hGM52SddRWwI4yatyZYmb,Chocolate Starfish And The Hot Dog Flavored Water
42150,spotify:track:3yE7LC2ZyNWsLRSXHb0J06,Figure.09,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:album:0y13VbGddQ4azdVWakksAL,Meteora
80785,spotify:track:6O8Fqxnk5OlOivJHklfkPZ,Nobody's Listening,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:album:0y13VbGddQ4azdVWakksAL,Meteora
88029,spotify:track:1y7xAOVK3pe9KGFiXUvc3j,Full Nelson,spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,spotify:album:3hGM52SddRWwI4yatyZYmb,Chocolate Starfish And The Hot Dog Flavored Water
96014,spotify:track:0UDYTWfaTzIIsqzQShynSm,Gimme The Mic,spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,spotify:album:0qxadqjY5ZtZPw1kzjCUGp,Results May Vary
100757,spotify:track:3ENHpbTuY72FukZbwGP6bc,Tear Away,spotify:artist:1E4r4z7ivGUcSAnCbINJ9v,Drowning Pool,spotify:album:089oyV5caclve3ap934iRw,Sinner
172813,spotify:track:6lNOwCkVMyl0VWTJOScNDx,Drift And Die,spotify:artist:3dXaa6jwM7B52GZpaJEIr5,Puddle Of Mudd,spotify:album:4WAujFDGR5UdnGpK0tKy2v,Come Clean
185018,spotify:track:4JSZeq1sObjKjivNUoKfMW,Boiler,spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,spotify:album:6vlLUzQjmcszZMskuoi5Ba,Chocolate Starfish And The Hot Dog Flavored Water
346767,spotify:track:6UHMkQUSqFhyBLHQcY9y4T,Ready To Go,spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,spotify:album:08P1QzWSf6QsxoyLKtf8XD,Ready To Go
585971,spotify:track:4iZggWxvUqKhTDUv39ZWtE,Phenomenon,spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,spotify:album:0qxadqjY5ZtZPw1kzjCUGp,Results May Vary
837701,spotify:track:6HPfnF7B4JyvVuG45yLPi8,Trust?,spotify:artist:165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,spotify:album:3HCCUaRSjHSFOe4fqE0BiP,Significant Other
