,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
2443,spotify:track:3ORgbqQVR5oj2QlX1nML8l,Hey Mister,spotify:artist:2OTuoIi28WybVbVcykc237,Miss May I,spotify:album:0vnba3b6zUGsHoiVbtV6rO,At Heart
14776,spotify:track:2rvQ8M4T6rbpc2c63pwNMu,Descending,spotify:artist:3JFsVIxOn7STeilPICkkB2,Lamb of God,spotify:album:1cikCss5SRQLrIAmpyHoVw,Sacrament
14827,spotify:track:03ZUGyhlurcpeRdBO764Ar,Fixation On The Darkness,spotify:artist:37394IP6uhnjIpsawpMu4l,Killswitch Engage,spotify:album:7BFo7PKlK9oCPJVPEzNJy7,Alive or Just Breathing [Topshelf Edition]
14833,spotify:track:6zKF4293k44ItKWJJgrhXv,My Curse,spotify:artist:37394IP6uhnjIpsawpMu4l,Killswitch Engage,spotify:album:6iJEtgHTEbVlSS5isIS71z,As Daylight Dies
14870,spotify:track:2vH5Fy44mcCDUrUk0XbvfH,This Calling,spotify:artist:2zgG1GPDvjaBgxeQaVXI14,All That Remains,spotify:album:5LFlBRrSKGrczYQ7avbJ5a,The Fall Of Ideals
14899,spotify:track:1kPbgEAGrsC7LhdYPdoWZ5,The Faded Line,spotify:artist:3JFsVIxOn7STeilPICkkB2,Lamb of God,spotify:album:22cwC9T4GqpPukJzWNBrlH,Ashes Of The Wake
17670,spotify:track:1Xp4ErFLJWvbwD4nl1cr98,Life To Lifeless,spotify:artist:37394IP6uhnjIpsawpMu4l,Killswitch Engage,spotify:album:7BFo7PKlK9oCPJVPEzNJy7,Alive or Just Breathing [Topshelf Edition]
17709,spotify:track:1yYr4D1KjhhyDD5bZIiFQy,In Waves,spotify:artist:278ZYwGhdK6QTzE3MFePnP,Trivium,spotify:album:2p1voQHdNSdy596VRDtdji,In Waves
21367,spotify:track:5LePaQIrJcIwrUzNEr3m86,Down From The Sky,spotify:artist:278ZYwGhdK6QTzE3MFePnP,Trivium,spotify:album:0kIXzVzbFuUf5kxM8US67m,Shogun
50625,spotify:track:0JAER0fYZO6MXEhZ0KchZA,Sail,spotify:artist:79el7mcHYhXYW3Zek21i0L,DevilDriver,spotify:album:6DjQ9GG4zXTGYmfI0FIcLJ,Winter Kills
50626,spotify:track:3uq1JSqEFzVzcmFJc6SXDS,A Gunshot To The Head Of Trepidation,spotify:artist:278ZYwGhdK6QTzE3MFePnP,Trivium,spotify:album:4tUJoHF6in0wA5cpioJkbV,Ascendancy
50637,spotify:track:0UXaslpoA81no74N7U56U9,Pull Harder On The Strings Of Your Martyr,spotify:artist:278ZYwGhdK6QTzE3MFePnP,Trivium,spotify:album:4tUJoHF6in0wA5cpioJkbV,Ascendancy
54634,spotify:track:55YZfgIoIGT3eiwY2FQuIp,Power Trip,spotify:artist:0kO2SRhHlmMIeyJHfHy3c9,Chimaira,spotify:album:43NzAVDamASM1DycTLKbzH,The Impossibility Of Reason
54687,spotify:track:27sTzAelgljD6Uxp88BqA3,Nemesis,spotify:artist:0DCw6lHkzh9t7f8Hb4Z0Sx,Arch Enemy,spotify:album:7gesblPNpHD2mhMQyKd6MS,Doomsday Machine
80547,spotify:track:2zy79BntQ1kumEUeqM5O84,Nothing Left,spotify:artist:2vd2HnNh4pdYa9gDVHFjEu,As I Lay Dying,spotify:album:2hghqPOGmfBdEfWeMsQWdN,An Ocean Between Us
80552,spotify:track:0fmwyv8VP8Jh71e87oCHv1,Through Struggle,spotify:artist:2vd2HnNh4pdYa9gDVHFjEu,As I Lay Dying,spotify:album:3D8V1PlxgpX05jyHLv6e4P,Shadows Are Security
94509,spotify:track:1XfYYlbq6o5VK0LKk7D3Es,Relentless Chaos,spotify:artist:2OTuoIi28WybVbVcykc237,Miss May I,spotify:album:63qEPI2UeYd4B3sKUzWIfB,Monument [Deluxe]
