,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
263,spotify:track:3ts6xK5GzfMAAriT9AIBmP,Barefoot Blue Jean Night,spotify:artist:1n2pb9Tsfe4SwAjmUac6YT,Jake Owen,spotify:album:4GeJssW5iLOSLOIXhLfOUJ,Barefoot Blue Jean Night
334,spotify:track:408wKFP7qp6ALbjcex2t9k,Get Drunk And Be Somebody,spotify:artist:2bA6fzP0lMAQ4kz6CF61w8,Toby Keith,spotify:album:1gbck5elXdHY6CAL11Q8Wl,White Trash With Money
728,spotify:track:0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,spotify:album:3ShQFl9FladFKlonwPGZFc,The Chainsmokers- Japan Special Edition
773,spotify:track:3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,ZAYN,spotify:album:5MxXY7DbFMUiHFTPUabgJJ,I Don’t Wanna Live Forever (Fifty Shades Darker)
796,spotify:track:6RUKPb4LETWmmr3iAEQktW,Something Just Like This,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,spotify:album:4JPguzRps3kuWDD5GS6oXr,Memories...Do Not Open
831,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:4PgleR09JVnm3zY1fW3XBA,24K Magic
1359,spotify:track:3b0EOvScbZUc0qJx0E1L2z,I Want You Back,spotify:artist:2iE18Oxc8YSumAU232n4rW,The Jackson 5,spotify:album:16TNmWWPXkuaXqNBmPYHp9,Diana Ross Presents The Jackson 5
1362,spotify:track:60wwxj6Dd9NJlirf84wr2c,Clarity,spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,Zedd,spotify:album:7juWTdmjo0vYywWu8HiQxs,Clarity
1674,spotify:track:7zNM46fo01dCBidY4yGNTZ,Keep Me In Mind,spotify:artist:6yJCxee7QumYr820xdIsjo,Zac Brown Band,spotify:album:0AXoQGOZDaYSaOo0qCTiCr,You Get What You Give
1725,spotify:track:3tHPjLBakLS48aumhFpJMt,Young,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,spotify:album:28fqmcfV4mpPsqhdNKUeTc,"No Shoes, No Shirt, No Problems"
1806,spotify:track:4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee),spotify:artist:4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,spotify:album:1HV4uCbhCicfl07dm2WvU0,Despacito (Featuring Daddy Yankee)
1839,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,Closer,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,spotify:album:0rSLgV8p5FzfnqlEk4GzxE,Closer
2782,spotify:track:2ekn2ttSfGqwhhate0LSR0,New Rules,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,spotify:album:01sfgrNbnnPUEyz6GZYlt9,Dua Lipa
2816,spotify:track:2qYsSHsYkihWx043HVJQRV,Dirt Road Anthem,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,spotify:album:6gYk1JlSSmlUZGs1Lef1BI,My Kinda Party
2851,spotify:track:3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel,spotify:artist:7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,spotify:album:6cowf7fdb5dgKoglTekOK8,True Believers
2853,spotify:track:6FE2iI43OZnszFLuLtvvmg,Classic,spotify:artist:2l35CQqtYRh3d8ZIiBep4v,MKTO,spotify:album:5IenxFp0vpnXBUxPcwJtbE,MKTO
2865,spotify:track:3DXncPQOG4VBw3QHh3S817,I'm the One,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,spotify:album:4JBZ0QHveEpESepanNBG8A,Grateful
2922,spotify:track:6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,spotify:album:2e5CxfyEwBW115beiwh7Mc,Swalla (feat. Nicki Minaj & Ty Dolla $ign)
2930,spotify:track:4pLwZjInHj3SimIyN9SnOz,Side To Side,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,spotify:album:4lVR2fg3DAUQpGVJ6DciHW,Dangerous Woman
3247,spotify:track:7oGZAicScQt96OAW4AruYy,Want to Want Me,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,spotify:album:59eUYETmE1zi31ESb3SUkI,Everything Is 4
3248,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader - Felix Jaehn Remix Radio Edit,spotify:artist:5MouCg6ta7zAxsfMEbc1uh,OMI,spotify:album:7cVXH4slEYzGjDh498OFyL,Me 4 U
4188,spotify:track:6LxSe8YmdPxy095Ux6znaQ,Headlines,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,spotify:album:6X1x82kppWZmDzlXXK3y3q,Take Care
4210,spotify:track:3axkNosdVQLZiq1HakuGhc,Countdown,spotify:artist:6vWDO969PvNqNYHIOW5v0m,Beyoncé,spotify:album:1gIC63gC3B7o7FfpPACZQJ,4
4644,spotify:track:2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,spotify:artist:0TnOYISbd1XYRBk9myaseg,Pitbull,spotify:album:4EUf4YyNjuXypWY6W5wEDm,Globalization
4860,spotify:track:0grFc6klR3hxoHLcgCYsF4,Howlin' For You,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,spotify:album:7qE6RXYyz5kj5Tll7mJU0v,Brothers
5039,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,Temperature,spotify:artist:3Isy6kedDrgPYoTS1dazA9,Sean Paul,spotify:album:32Bu3ETQhR1PFCj3ndDlYf,The Trinity
5040,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,The Motto,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,spotify:album:6X1x82kppWZmDzlXXK3y3q,Take Care
5403,spotify:track:6O6M7pJLABmfBRoGZMu76Y,Roses,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,spotify:album:3ShQFl9FladFKlonwPGZFc,The Chainsmokers- Japan Special Edition
6297,spotify:track:0GO8y8jQk1PkHzS31d699N,Tongue Tied,spotify:artist:3kVUvbeRdcrqQ3oHk5hPdx,Grouplove,spotify:album:3oylWMc9TTC6Nx4I6U3axc,Never Trust A Happy Song
6387,spotify:track:3e0yTP5trHBBVvV32jwXqF,Anna Sun,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,spotify:album:1QhonXpNQq8wrGEKX0ofbk,Walk The Moon
6796,spotify:track:0DgY053iwPDydoRymeGVZX,Int'l Players Anthem (I Choose You),spotify:artist:6ZhjJOJXXwnPS8PrXdmjLw,UGK,spotify:album:6W1m0tWWMoHiLM1fGQ2DeV,UGK (Underground Kingz)
7346,spotify:track:2vW5tqS1EFel9yYOQ7WZmE,Ex's & Oh's,spotify:artist:3bhu7P5PfngueRHiB9hjcx,Elle King,spotify:album:7m4d3jbswZ7fy8aeLAcbsa,Love Stuff
7877,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,spotify:album:3RDqXDc1bAETps54MSSOW0,Bangerz (Deluxe Version)
8139,spotify:track:2Kbxfq8wkjMCno1QJe4yyw,Gotta Have It,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,JAY Z,spotify:album:1YwzJz7CrV9fd9Qeb6oo1d,Watch The Throne
8196,spotify:track:5dL5jv5GSCRoDhTtnY8maL,Mesmerize,spotify:artist:1J2VVASYAamtQ3Bt8wGgA6,Ja Rule,spotify:album:7HQJPTQwijtIlnOLwT0nTX,The Last Temptation
8300,spotify:track:5DiXcVovI0FcY2s0icWWUu,Mr. Jones,spotify:artist:0vEsuISMWAKNctLlUAhSZC,Counting Crows,spotify:album:4nKfZbCALT9H9LfedtDwnZ,August And Everything After
8456,spotify:track:3DDBW9yeXc0RQUAOBeKYti,Cheers (Drink To That),spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:album:5QG3tjE5L9F6O2vCAPph38,Loud
8689,spotify:track:4WSSY5ZnbhVN2PVXcjY1yh,Slow Jamz,spotify:artist:6vbY3hOaCAhC7VjucswgdS,Twista,spotify:album:1NRRN5RWwfuLmQdjshz0L7,The College Dropout
8842,spotify:track:3RiPr603aXAoi4GHyXx0uy,Hymn For The Weekend,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:album:3cfAM8b8KqJRoIzt3zLKqw,A Head Full Of Dreams
8860,spotify:track:6rbeWjEavBHvX2kr6lSogS,Work Out,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,J. Cole,spotify:album:4skqOUXyBUnzxVPNPxrGWV,Cole World: The Sideline Story
