,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
82,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,Stronger,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:3SZr5Pco2oqKFORCP3WNj9,Graduation
88,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,POWER,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:20r762YmB5HeofjMCiPMLv,My Beautiful Dark Twisted Fantasy
90,spotify:track:7m47Go71qTMBs4kTH7U8F8,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),spotify:artist:0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,spotify:album:5wgcGZb5ESiAS30iiPyNwq,Pursuit Of Happiness
91,spotify:track:2KpCpk6HjXXLb7nnXoXA5O,Ni**as In Paris,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,JAY Z,spotify:album:1RhLcw3zLwYqNRFQZszBOG,Top Five
128,spotify:track:5lnsCyEKWofnC00U4Ax0ti,Bitch Better Have My Money,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:album:0L6tzOdcRwb82xMBZ3WZyi,Bitch Better Have My Money
148,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,679 (feat. Remy Boyz),spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,spotify:album:0TyDTzG2zt2tg0wONT9wSU,679 (feat. Remy Boyz)
155,spotify:track:4MxZW1XEcPuIZmkANsJabC,Party Up,spotify:artist:1HwM5zlC5qNWhJtM00yXzG,DMX,spotify:album:10memku7dGZY14rvvlNpPv,...And Then There Was X
159,spotify:track:0XUfyU2QviPAs6bxSpXYG4,Yeah!,spotify:artist:23zg3TcAtWQy7J6upgbUnj,Usher,spotify:album:0vO0b1AvY49CPQyVisJLj0,Confessions
185,spotify:track:5KY7zgFeH2GWoL1zP9mME6,Get Low - Street,spotify:artist:3ciRvbBIVz9fBoPbtSYq4x,Lil Jon & The East Side Boyz,spotify:album:3JMQJnoGhwnwAwLGuJAUEJ,Kings Of Crunk
196,spotify:track:5J7iGuzi7Nj8SGvt0TAVzK,The Way I Are,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,spotify:album:2nbVfJlA3nGuaYPuMjq2sv,Shock Value Deluxe Version
199,spotify:track:6MjljecHzHelUDismyKkba,Everytime We Touch - Radio Edit,spotify:artist:0N0d3kjwdY2h7UVuTdJGfp,Cascada,spotify:album:5DvuKZTzEKjm0oUuhP237C,Everytime We Touch
255,spotify:track:6REbwUNlppTfcnV4d4ZoZi,Swimming Pools (Drank),spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,spotify:album:2XPrwlaAHHXnJzP9tBcIzH,Swimming Pools (Drank)
1832,spotify:track:3Bjr9MzHM7KHk6zq7KvJRN,Love Myself,spotify:artist:5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,spotify:album:5m01tty1948HnkXUhG0urw,HAIZ
2367,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,Danza Kuduro,spotify:artist:33ScadVnbm2X8kkUqOkC6Z,Don Omar,spotify:album:6mGDfbDErYIJsmSewvccWm,Meet The Orphans
2695,spotify:track:6jG2YzhxptolDzLHTGLt7S,Drunk in Love,spotify:artist:6vWDO969PvNqNYHIOW5v0m,Beyoncé,spotify:album:2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition]
2717,spotify:track:2QQuKHdhPoAJchgY0HPw96,Right Round - feat. Ke$ha,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,spotify:album:7k16AC80j4xHu5jWiZlym1,R.O.O.T.S. (Route Of Overcoming The Struggle)
2769,spotify:track:32tBNiuuQtkUG5eBWpC0oQ,Be Real,spotify:artist:6KZDXtSj0SzGOV705nNeh3,Kid Ink,spotify:album:5NoX6dZXVkZ2f0TGKAA14a,Full Speed
2813,spotify:track:0x1LCpY9Rgeq97VPajm81B,Cyclone - Main,spotify:artist:12PSlydMSjEHzSCj9X5qv7,Baby Bash,spotify:album:3ks3UxTLwmTGJW2VNtlQdw,Cyclone
2822,spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat T-Pain) - Feat T-Pain Album Version,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail On Sunday
2832,spotify:track:69bp2EbF7Q2rqc5N3ylezZ,Sorry,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Justin Bieber,spotify:album:7fZH0aUAjY3ay25obOUf2a,Purpose
2839,spotify:track:4P7VFiaZb3xrXoqGwZXC3J,Lollipop,spotify:artist:55Aa2cqylxrFIXC767Z865,Lil Wayne,spotify:album:5BGzOpea6At0Nd7tYtYZOP,Tha Carter III
