,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
39,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:album:4AdZV63ycxFLF6Hcol0QnB,Starboy
2535,spotify:track:0sKlV58cODrjxGFOyf9IXY,The Way You Make Me Feel - 2012 Remaster,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,spotify:album:24TAupSNVWSAHL0R7n71vm,Bad 25th Anniversary
2697,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk,spotify:artist:3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,spotify:album:3vLaOYCNCzngDf8QdBg2V1,Uptown Special
2731,spotify:track:6b8Be6ljOzmkOmFslEb23P,24K Magic,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:4PgleR09JVnm3zY1fW3XBA,24K Magic
3967,spotify:track:3pfXxHoydFRfD7IBGJTQAN,Pony,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,Ginuwine,spotify:album:3O2912EZv0FBJKZ0K5ruzK,R&B: From Doo-Wop To Hip-Hop
4070,spotify:track:69kOkLUCkxIZYexIgSG8rq,Get Lucky,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,spotify:album:4m2880jivSbbyEGAKfITCa,Random Access Memories
4079,spotify:track:6qspW4YKycviDFjHBOaqUY,Waterfalls,spotify:artist:0TImkz4nPqjegtVSMZnMRq,TLC,spotify:album:5eg56dCpFn32neJak2vk0f,Crazysexycool
4359,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya! - Radio Mix / Club Mix,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,OutKast,spotify:album:1UsmQ3bpJTyK6ygoOOjG1r,Speakerboxxx/The Love Below
4686,spotify:track:5CMjjywI0eZMixPeqNd75R,Lose Yourself to Dance,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,spotify:album:4m2880jivSbbyEGAKfITCa,Random Access Memories
4814,spotify:track:1FejelrM94Ik1mlI64Ofpb,Coffee,spotify:artist:39vA9YljbnOApXKniLWBZv,Sylvan Esso,spotify:album:3QObDcHrfzA2813ggWE5Ks,Sylvan Esso
5853,spotify:track:2s4BsyV3KhhrtsdtNfzoqb,Back To Black,spotify:artist:6Q192DXotxtaysaqNPy5yR,Amy Winehouse,spotify:album:6GJCGWfI95aeRsdtVB52vc,Back To Black
6003,spotify:track:6V5nMvQwsiyW7rEyZq3gfQ,I Know There's Gonna Be (Good Times) [feat. Popcaan],spotify:artist:50co4Is1HCEo8bhOyUWKpn,Young Thug,spotify:album:5KmHLqummeGUiCexCkFEa4,I Know There's Gonna Be (Good Times) [feat. Popcaan]
6193,spotify:track:2Uu8IiLkLY0UXhCHka4Dlr,Doo Wop (That Thing),spotify:artist:2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,spotify:album:2Uc0HAF0Cj0LAgyzYZX5e3,The Miseducation of Lauryn Hill
6361,spotify:track:20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,spotify:artist:6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,spotify:album:6SSSF9Y6MiPdQoxqBptrR2,Kiss
6770,spotify:track:162RenBkQcDAw7dSkgC5cK,Banquet,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ,Bloc Party,spotify:album:6kttWmhYbezgfLVKCVVrF1,Bloc Party EP
7909,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,spotify:artist:2P3cjUru4H3fhSXXNxE9kA,Blackstreet,spotify:album:2zGZLQiFl9UubtrVmtIkbi,Another Level
7922,spotify:track:1JClFT74TYSXlzpagbmj0S,California Love - Original Version,spotify:artist:1ZwdS5xdxEREPySFridCfh,2Pac,spotify:album:3PO9OtQdvCDJN8zDLtZiYd,Greatest Hits
7975,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),spotify:artist:6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,spotify:album:5Vdzprr5cOqXQo44eHeV7t,Whitney
8208,spotify:track:124NFj84ppZ5pAxTuVQYCQ,Take Care,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,spotify:album:6X1x82kppWZmDzlXXK3y3q,Take Care
8237,spotify:track:4C7Ss9bTPOWJMh3rarF1mN,Definition,spotify:artist:67ei8ib6PLT1w3OkhIb4fB,Black Star,spotify:album:6GRzmk9UGL7odxprOPop1Q,Mos Def & Talib Kweli Are Black Star
