,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
39,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:album:4AdZV63ycxFLF6Hcol0QnB,Starboy
157,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,Drop It Like It's Hot,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,spotify:album:797fkvAtk0iZvP1HHPCWbp,R&G (Rhythm & Gangsta): The Masterpiece
158,spotify:track:5XJJdNPkwmbUwE79gv0NxK,Gold Digger,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:4GRDFQ9HRoO0by8H0r2a3I,Late Registration
159,spotify:track:0XUfyU2QviPAs6bxSpXYG4,Yeah!,spotify:artist:23zg3TcAtWQy7J6upgbUnj,Usher,spotify:album:0vO0b1AvY49CPQyVisJLj0,Confessions
184,spotify:track:7iL6o9tox1zgHpKUfh9vuC,In Da Club,spotify:artist:3q7HBObVc0L8jNeTe5Gofh,50 Cent,spotify:album:5G5rgQHzdQnw32SI0WjIo5,Get Rich Or Die Tryin'
509,spotify:track:5dKBaysNJtfpyNTRa5lqDb,A-Punk,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,spotify:album:5oXBmKbyJeQftWMo87cQ9F,Vampire Weekend
510,spotify:track:5M66BjyDzijqQPLNbyujAt,Diane Young,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,spotify:album:6rhe02ppDhYAvPmavWeBkZ,Modern Vampires of the City
820,spotify:track:6HZILIRieu8S0iqY8kIKhj,DNA.,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,spotify:album:4eLPsYPBmXABThSJ821sqY,DAMN.
835,spotify:track:1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,spotify:artist:0NKDgy9j66h3DLnN8qu1bB,Eurythmics,spotify:album:5jNDWA19BJbE24x1UUJGRY,Sweet Dreams (Are Made Of This)
1055,spotify:track:0EMmVUYs9ZZRHtlADB88uz,Come On Eileen,spotify:artist:4QTVePrFu1xuGM9K0kNXkk,Dexys Midnight Runners,spotify:album:0QNluXFRHFyRVDiBHXmstK,Too Rye Ay
1080,spotify:track:5ChkMS8OtdzJeqyybCc9R5,Billie Jean,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,spotify:album:1C2h7mLntPSeVYciMRTF4a,Thriller 25 Super Deluxe Edition
1359,spotify:track:3b0EOvScbZUc0qJx0E1L2z,I Want You Back,spotify:artist:2iE18Oxc8YSumAU232n4rW,The Jackson 5,spotify:album:16TNmWWPXkuaXqNBmPYHp9,Diana Ross Presents The Jackson 5
1988,spotify:track:2Wb9ejnmy27DUTUe9YF5Ew,All Night Long (All Night) - Single Version,spotify:artist:3gMaNLQm7D9MornNILzdSl,Lionel Richie,spotify:album:1W1b52vaEcE3wfWk4WQH6q,The Definitive Collection
3209,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie,spotify:artist:0EmeFodog0BfCgMzAIvKQp,Shakira,spotify:album:5ppnlEoj4HdRRdRihnY3jU,Oral Fixation Vol. 2
3869,spotify:track:1AWQoqb9bSvzTjaLralEkT,Rock Your Body,spotify:artist:31TPClRtHm23RisEBtV3X7,Justin Timberlake,spotify:album:6QPkyl04rXwTGlGlcYaRoW,Justified
4073,spotify:track:0DiWol3AO6WpXZgp0goxAV,One More Time,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,spotify:album:2noRn2Aes5aoNVsU6iWThc,Discovery
4201,spotify:track:2gam98EZKrF9XuOkU13ApN,Promiscuous,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,spotify:album:2yboV2QBcVGEhcRlYuPpDT,Loose
4214,spotify:track:0vupCkmy497h49a74Xsxj1,Don't Cha,spotify:artist:1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,spotify:album:0vHdsDCKhWTVe6GjvgLQOC,PCD
4370,spotify:track:3U3Ff8ZvL6oEu1r98gCCWW,Pon de Replay,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:album:19UbDbyaYRW1U7lBMYO9F2,Music Of The Sun
4551,spotify:track:2FBUoWkIuQXwayw2RNo5l6,Hotline Bling,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,spotify:album:3hARKC8cinq3mZLLAEaBh9,Views
4631,spotify:track:0weAUscowxeqDtpCgtbpgp,Gettin' Jiggy Wit It,spotify:artist:41qil2VaGbD194gaEcmmyx,Will Smith,spotify:album:2esWeP8Ln1sXA0jbDmi3Zq,Big Willie Style
4871,spotify:track:5mhUPDWQH3s544WCsa0r9w,Human,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,The Killers,spotify:album:39JESZeZjLUrjwQtCrRs6d,Day & Age
5039,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,Temperature,spotify:artist:3Isy6kedDrgPYoTS1dazA9,Sean Paul,spotify:album:32Bu3ETQhR1PFCj3ndDlYf,The Trinity
6992,spotify:track:0asgUXlUG3DCI7MrUNYjC0,Sprawl II (Mountains Beyond Mountains),spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,spotify:album:4zJBuQXo92Q7QhA5U4V8kw,The Suburbs
7047,spotify:track:6cb0HzFQPN4BGADOmSzPCw,ABC,spotify:artist:2iE18Oxc8YSumAU232n4rW,The Jackson 5,spotify:album:4GuzZh2dtsOjG3sMkx52eR,ABC
7107,spotify:track:1lmfsSEuxU4PpT739Kihno,Rock Your Baby,spotify:artist:6oV3BNm1Gj2GGgpYknc5TN,George McCrae,spotify:album:1CLu46lCKx33IIzPganjtk,The Very Best Of George McCrae
7121,spotify:track:7av4raprzW2bWdjyAaH3hz,What's Going On,spotify:artist:3koiLjNrgRTNbOwViDipeA,Marvin Gaye,spotify:album:4gp6F03qAJCvKYoAGSrHVk,What's Going On - 40th Anniversary
7914,spotify:track:7H6ev70Weq6DdpZyyTmUXk,Say My Name,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,spotify:album:283NWqNsCA9GwVHrJk59CG,The Writing's On The Wall
7945,spotify:track:73q3FpQVXWk5eSUnyo83E4,Tearin' up My Heart - Radio Edit,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,spotify:album:7K5qlneuWF1CcY6ERzwkLB,'N Sync UK Version
8005,spotify:track:6mxyfdyF4LD7PctU3UNyjF,Touch The Sky,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:4GRDFQ9HRoO0by8H0r2a3I,Late Registration
8712,spotify:track:6glsMWIMIxQ4BedzLqGVi4,"So Fresh, So Clean",spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,OutKast,spotify:album:2tm3Ht61kqqRZtIYsBjxEj,Stankonia
8730,spotify:track:3jagJCUbdqhDSPuxP8cAqF,Work It,spotify:artist:2wIVse2owClT7go1WT98tk,Missy Elliott,spotify:album:6DeU398qrJ1bLuryetSmup,Under Construction
8869,spotify:track:01iyCAUm8EvOFqVWYJ3dVX,Dancing Queen,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,ABBA,spotify:album:79ZX48114T8NH36MnOTtl7,Arrival
10047,spotify:track:4r8lRYnoOGdEi6YyI5OC1o,Bye Bye Bye,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,spotify:album:5hMd4vAfSUT1cbYCnRUako,No Strings Attached
10097,spotify:track:6ZrlXT6mUMEgomN128iekU,Lisztomania,spotify:artist:1xU878Z1QtBldR7ru9owdU,Phoenix,spotify:album:6YXmQrXOjJoMheJ2IA5NqK,Wolfgang Amadeus Phoenix
10389,spotify:track:7j5TIXPi0cCbSSqItmbyZy,Vogue,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,Madonna,spotify:album:5MzwGwnO9gkh0z6Nl4FF8h,The Immaculate Collection
10395,spotify:track:5JZpQuRIX8MTiKwuELjTlx,"Independent Women, Pt. 1 - Pasadena Remix",spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,spotify:album:78r5vrR1Wf60JPgFQ1drwr,The Writing's On The Wall
10398,spotify:track:1di1BEgJYzPvXUuinsYJGP,Everybody (Backstreet's Back) - Radio Edit,spotify:artist:5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,spotify:album:2U9ONknz1iFEK9drEKLx8v,Backstreet's Back
10423,spotify:track:2goLsvvODILDzeeiT4dAoR,Believe,spotify:artist:72OaDtakiy6yFqkt4TsiFt,Cher,spotify:album:0jZfbz0dNfDjPSg0hYJNth,Believe
10981,spotify:track:4nthV2eZAXnt4yiJMocLkG,Dilemma,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,Nelly,spotify:album:502wXEj9iWWdqaAi0CO75M,Nellyville
11223,spotify:track:5DCA1FOUDBURlRTNg4ganf,Let Me Blow Ya Mind,spotify:artist:4d3yvTptO48nOYTPBcPFZC,Eve,spotify:album:5z1Su2S6WXspjhLNBkAScm,Scorpion
11363,spotify:track:6u0x5ad9ewHvs3z6u9Oe3c,Under Cover of Darkness,spotify:artist:0epOFNiUfyON9EYx7Tpr6V,The Strokes,spotify:album:6Jx4cGhWHewTcfKDJKguBQ,Angles
13314,spotify:track:3kEQyPfmFknzr0pRBWxWxu,The Look,spotify:artist:54QMjE4toDfiCryzYWCpXX,Metronomy,spotify:album:6KXo7uvGpnwMr5SZbhHTAd,The English Riviera
