,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
728,spotify:track:0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,spotify:album:3ShQFl9FladFKlonwPGZFc,The Chainsmokers- Japan Special Edition
740,spotify:track:6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",spotify:artist:31TPClRtHm23RisEBtV3X7,Justin Timberlake,spotify:album:40LbnfieVTWtHrK24WQeEB,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"
8921,spotify:track:378iszndTZAR4dH8kwsLC6,Cheap Thrills,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,Sia,spotify:album:3Xz1Bcn4YP9bdqlsstMfuJ,This Is Acting
9500,spotify:track:0vbbhcA6okLzvsy6WSTlLg,Lay It All On Me (feat. Ed Sheeran),spotify:artist:4WN5naL3ofxrVBgFpguzKo,Rudimental,spotify:album:6NoBzYmh5gUusGPCfg0pct,x
9682,spotify:track:2aFiaMXmWsM3Vj72F9ksBl,Cake By The Ocean,spotify:artist:6T5tfhQCknKG4UnH90qGnz,DNCE,spotify:album:7K89F9bgY1jks0uIlMerm3,DNCE
29115,spotify:track:3XksWoRLRItcWOXB2iOh32,Habits (Stay High) - The Chainsmokers Radio Edit,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,Tove Lo,spotify:album:5cujj0PExm5DmaKqYRjPuy,Habits (Stay High)
40031,spotify:track:2bE6bIHyp8CJ5BosfRJxPo,Spectrum (Say My Name) - Calvin Harris Remix,spotify:artist:1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,spotify:album:3gmm8Sd93oyjTWug7Ci0Fd,Ceremonials
56340,spotify:track:3u4rIcRR7gSoJdkJIx9zpu,Young,spotify:artist:7qhWa7UI1QNZNDnzYwAYZm,Vallis Alps,spotify:album:0s2fghAEEk3Uzz1IbGMDlq,Vallis Alps
77778,spotify:track:1aopm2A6hoIFS1nv6PexoM,Gold (feat. Lil Wayne) - Remix,spotify:artist:4u5smJBskI6Adzv08PuiUP,Kiiara,spotify:album:67nRj3QjQQLNInuX0kweJN,Gold (feat. Lil Wayne)
197080,spotify:track:7FMkvg32R2ZQqlcqcGgVzr,I Know There's Something Going On,spotify:artist:5uOVb4hLSQVbHbVVt27tV1,Frida,spotify:album:3Q3RJWU0TlassvRIdDxyco,Something's Going On
1374110,spotify:track:6LxTr9PNLWnJgB2GBQ3hv9,Somebody Dance with Me - Original Mix,spotify:artist:61StZOWgYff2AxDUejw4UI,Lika Morgan,spotify:album:4LOR213AdSrelqz7WIMs1w,Somebody Dance with Me
