,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
19,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,Exchange,spotify:artist:2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,spotify:album:6eZdwrhB97A3EYx9QppGfl,T R A P S O U L
78,spotify:track:3kxfsdsCpFgN412fpnW85Y,Redbone,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,spotify:album:4xnq1L6P551Qcb9gBXNMK7,"""Awaken, My Love!"""
93,spotify:track:4KW1lqgSr8TKrvBII0Brf8,Father Stretch My Hands Pt. 1,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:7gsWAHLeT0w7es6FofOXk1,The Life Of Pablo
101,spotify:track:19a3JfW8BQwqHWUMbcqSx8,Famous,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:album:7gsWAHLeT0w7es6FofOXk1,The Life Of Pablo
112,spotify:track:2yJ9GVCLMmzBBfQAnfzlwr,THat Part,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,spotify:album:0YbpATCIng8Fz2JrfHmEf7,Blank Face LP
120,spotify:track:2AYTGaclgKXACh13nJRVcV,All The Way Up (Remix),spotify:artist:3ScY9CQxNLQei8Umvpx5g6,Fat Joe,spotify:album:130MGfLj8lB4zyGiCQuhFH,All The Way Up (Remix) (feat. French Montana & Infared) - Single
137,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),spotify:artist:1anyVhU62p31KFi8MEzkbf,Chance The Rapper,spotify:album:71QyofYesSsRMwFOTafnhB,Coloring Book
166,spotify:track:2rzBvHM9h36Tpdj7Jdajka,Wild for the Night,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,spotify:album:6rzMufuu8sLkIizM4q9c7J,LONG.LIVE.A$AP (Deluxe Version)
713,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,Broccoli (feat. Lil Yachty),spotify:artist:5M0lbkGluOPXLeFjApw8r8,DRAM,spotify:album:0NrZHZ0y5kTO8EHliuUUca,Big Baby DRAM
717,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Migos,spotify:album:2AvupjUeMnSffKEV05x222,Culture
722,spotify:track:1xznGGDReH1oQq0xzbwXa3,One Dance,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,spotify:album:3hARKC8cinq3mZLLAEaBh9,Views
744,spotify:track:2BqQQXuBOuhaWeUP7okEx0,Comfortable,spotify:artist:5bgfj5zUoWpyeVatGDjn6H,K CAMP,spotify:album:7lrsfwcRiLCeWFM3u38DzB,Only Way Is Up
746,spotify:track:11KJSRSgaDxqydKYiD2Jew,Too Good,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,spotify:album:3hARKC8cinq3mZLLAEaBh9,Views
758,spotify:track:20dP2DaMHIAmwWAbp7peSr,pick up the phone,spotify:artist:50co4Is1HCEo8bhOyUWKpn,Young Thug,spotify:album:42WVQWuf1teDysXiOupIZt,Birds In The Trap Sing McKnight
787,spotify:track:70mIuBKGTPrWMwWq9D4F56,Wavy (feat. Joe Moses),spotify:artist:7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,spotify:album:5smHQ1uTrerU8DyRaqTyxh,Free TC
789,spotify:track:22DKsoYFV5npPXmnPpXL7i,Watch Out,spotify:artist:17lzZA2AlOHwCwFALHttmp,2 Chainz,spotify:album:1DnLeDyEWJqfJSJVHQaaSo,Watch Out
798,spotify:track:6fujklziTHa8uoM5OQSfIo,Black Beatles,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,spotify:album:5v6iBhIlflzR9rEd1LAMbd,SremmLife 2
818,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,spotify:album:4eLPsYPBmXABThSJ821sqY,DAMN.
915,spotify:track:5tFep7dXGd7vEJ668wTPux,Both (feat. Drake),spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,spotify:album:4MoVPs5mVFmZ4N6RmNTFWB,The Return of East Atlanta Santa
930,spotify:track:6mapJIPnQ23RTAevUoE0DL,Swang,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,spotify:album:5v6iBhIlflzR9rEd1LAMbd,SremmLife 2
