,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
56,spotify:track:13HVjjWUZFaWilh2QUJKsP,Let It Go,spotify:artist:4EzkuveR9pLvDVFNx6foYD,James Bay,spotify:album:5BxvswQSGWrBbVCdx6mFGO,Chaos And The Calm
1526,spotify:track:5JuA3wlm0kn7IHfbeHV0i6,All I Want,spotify:artist:4BxCuXFJrSWGi1KHcVqaU4,Kodaline,spotify:album:7vByqqEWERubaAEmTWljDU,In A Perfect World
1549,spotify:track:1RuyGO0kmkNkfixUFKkjuC,Re:Stacks,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:10HuTnFqkhym6gXmIDxBsm,"For Emma, Forever Ago"
2857,spotify:track:02WacdrRpm4zlP8H7X6bnQ,Dancing On My Own,spotify:artist:6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,spotify:album:5Hq4LcmCQ6BP3kM8J5lgga,Dancing On My Own
3259,spotify:track:2zhk0kypGeOPsaaZcjyc14,Burning House,spotify:artist:5WRElKaZsn1tGnrgmJVAeO,Cam,spotify:album:5KlzsMAsw5NujrJVQtjQAB,Untamed
3581,spotify:track:1SE93Org7dEOAZiYJifRkd,Blindsided,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:10HuTnFqkhym6gXmIDxBsm,"For Emma, Forever Ago"
5193,spotify:track:3ZMv9EzGoteNi5Qnx0KpEO,Skinny Love,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:10HuTnFqkhym6gXmIDxBsm,"For Emma, Forever Ago"
5271,spotify:track:6Fha6tXHkL3r9m9nNqQG8p,Georgia,spotify:artist:10exVja0key0uqUkk6LJRT,Vance Joy,spotify:album:6rIbiUMmZJfqJRnXhVxFvg,Dream Your Life Away
5763,spotify:track:15WS5DLuxA4zBF0tH1sOR9,Flume,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:10HuTnFqkhym6gXmIDxBsm,"For Emma, Forever Ago"
6299,spotify:track:4RL77hMWUq35NYnPLXBpih,Skinny Love,spotify:artist:2WX2uTcsvV5OnS0inACecP,Birdy,spotify:album:1WGjSVIw0TVfbp5KrOFiP0,Birdy
7389,spotify:track:4L2K7JKseFCBoHMZEAszW0,Jealous,spotify:artist:2feDdbD5araYcm6JhFHHw7,Labrinth,spotify:album:2JgVVnno2fzdmV1BqwdQBi,Jealous
10060,spotify:track:78O8CIzX5ZMuJh39fQOR3i,Incomplete,spotify:artist:4EzkuveR9pLvDVFNx6foYD,James Bay,spotify:album:5BxvswQSGWrBbVCdx6mFGO,Chaos And The Calm
10106,spotify:track:1OwHOfTeJkdRhdqq93y2XV,Need The Sun To Break,spotify:artist:4EzkuveR9pLvDVFNx6foYD,James Bay,spotify:album:5BxvswQSGWrBbVCdx6mFGO,Chaos And The Calm
10746,spotify:track:0GDQXt7qRJIDDUmcufomrU,Move Together,spotify:artist:4EzkuveR9pLvDVFNx6foYD,James Bay,spotify:album:5BxvswQSGWrBbVCdx6mFGO,Chaos And The Calm
16788,spotify:track:3wm0791j8FPkG7RUYljgr8,When You Love Someone - Acoustic,spotify:artist:0B3N0ZINFWvizfa8bKiz4v,James TW,spotify:album:7abPoR0SXjsHVkHquLrV7B,When You Love Someone
17850,spotify:track:0Tps1iVuFudov2alVP3bUF,The Wolves (Act I and II),spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:10HuTnFqkhym6gXmIDxBsm,"For Emma, Forever Ago"
24695,spotify:track:1j0OLHcWNmTu2KR73o81LM,For Emma,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:10HuTnFqkhym6gXmIDxBsm,"For Emma, Forever Ago"
26530,spotify:track:6ZFbXIJkuI1dVNWvzJzown,Time,spotify:artist:0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,spotify:album:2qvA7HmSg1iM6XMiFF76dp,Inception
31080,spotify:track:2PHjonbOla16RwCUqkgCtI,Lump Sum,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:10HuTnFqkhym6gXmIDxBsm,"For Emma, Forever Ago"
