,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
8,spotify:track:1almCHdsfikRPfVB9VrEdT,Little Do You Know,spotify:artist:58MLl9nC29IXbE4nEtuoP2,Alex & Sierra,spotify:album:3Yk19X5zgXDSrG8uqrPnXC,It's About Us
9,spotify:track:6lanRgr6wXibZr8KgzXxBl,A Thousand Years,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri,spotify:album:15yvc643iYfQtb6zh9NEJo,A Thousand Years
10,spotify:track:5TvE3pk05pyFIGdSY9j4DJ,Say Something,spotify:artist:5xKp3UyavIBUsGy3DQdXeF,A Great Big World,spotify:album:3kwbwO3wtwyNo7zCFzWkcW,Is There Anybody Out There? - Track by Track Commentary
12,spotify:track:4sPmO7WMQUAf45kwMOtONw,Hello,spotify:artist:4dpARuHxo51G3z768sgnrY,Adele,spotify:album:0K4pIOOsfJ9lK8OjrZfXzd,25
18,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Justin Bieber,spotify:album:7fZH0aUAjY3ay25obOUf2a,Purpose
20,spotify:track:1WP1r7fuvRqZRnUaTi2I1Q,Stitches,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,spotify:album:5wKylB0Zwnxz046O7po25D,Handwritten
37,spotify:track:7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",spotify:artist:3iri9nBFs9e4wN7PLIetAw,gnash,spotify:album:3L0H4RjVXpEkwfDgi3XOdf,us
467,spotify:track:2Z8WuEywRWYTKe1NybPQEW,Ride,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,Blurryface
468,spotify:track:5cbpoIu3YjoOwbBDGUEp3P,Car Radio,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,spotify:album:2r2r78NE05YjyHyVbVgqFn,Vessel
583,spotify:track:7fWXTD51PQ2W9B2lyYlZCN,Give Me Love,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:6iBvt4DAGNEJwIvM4vLPms,The A Team
1029,spotify:track:4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,spotify:artist:2hl0xAkS2AIRAu23TVMBG1,Kansas,spotify:album:7MejfRSNnrpcLZIxkeZDqR,Leftoverture
1355,spotify:track:53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Jason Mraz,spotify:album:64SChsjQBiEe3aVTFYnW1b,Love Is A Four Letter Word
1426,spotify:track:7H8fBamGUheu0DSpp3pj03,Medicine,spotify:artist:46CitWgnWrvF9t70C2p1Me,Daughter,spotify:album:5VFxl0Fddo5wlShNHeyGCL,Wild Youth EP
1457,spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,I Will Follow You Into The Dark,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie,spotify:album:1NFGnxmeIEBakre4DvLaJq,Plans
1807,spotify:track:2fmCA13dwQQOGBIbIOWRiJ,LA Devotee,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,spotify:album:6twKQ0EsUJHVlAr6XBylrj,Death Of A Bachelor
1834,spotify:track:37f4ITSlgPX81ad2EvmVQr,Fight Song,spotify:artist:3QLIkT4rD2FMusaqmkepbq,Rachel Platten,spotify:album:0mFDIOqypzHp6Xd0el1hoT,Wildfire
2079,spotify:track:3bnVBN67NBEzedqQuWrpP4,Tear In My Heart,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,Blurryface
2097,spotify:track:0zMzyHAeMvwq5CRstru1Fp,Lost Boy,spotify:artist:2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,spotify:album:6FgtuX3PtiB5civjHYhc52,Safe Haven
2120,spotify:track:4MmJHi2usJITDKmRkH5vRd,Coming Back Down,spotify:artist:0CEFCo8288kQU7mJi25s6E,Hollywood Undead,spotify:album:7fRb4VjH7hEfvBIvQeCXmh,American Tragedy
2121,spotify:track:6aG86wFiJwkJsByH2G5Nbe,Bullet,spotify:artist:0CEFCo8288kQU7mJi25s6E,Hollywood Undead,spotify:album:7fRb4VjH7hEfvBIvQeCXmh,American Tragedy
2155,spotify:track:3utZjhnIObcsfhTG6R9Evj,Pieces,spotify:artist:0qT79UgT5tY4yudH9VfsdT,Sum 41,spotify:album:7Floz4xEgt7h3SefhNI6u8,Chuck
2156,spotify:track:2Eh5ro0vWcZQY7r1YeYqxc,Broken,spotify:artist:6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,spotify:album:5yqcX3vchQTCX2j6m1bGqr,Awake
2164,spotify:track:3354J49VpkbZJho7Ztdzpw,Jumper - 1998 Edit,spotify:artist:6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind,spotify:album:2gToC0XAblE9h3UZD6aAaQ,Third Eye Blind
2170,spotify:track:0M955bMOoilikPXwKLYpoi,I Hate Everything About You,spotify:artist:2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,spotify:album:13topfW33NjnACjnRiZBX7,Three Days Grace
2174,spotify:track:1C0vXECyJHUeqOo2Etvrr2,My Immortal,spotify:artist:5nGIFgo0shDenQYSE0Sn7c,Evanescence,spotify:album:20mh1X1FQQidKMu2XypyMI,Fallen
2189,spotify:track:6b2oQwSGFkzsMtQruIWm2p,Creep,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Radiohead,spotify:album:6400dnyeDyD2mIFHfkwHXN,Pablo Honey
2202,spotify:track:5eek2X5459T1HoYJk2CKXv,Last Resort,spotify:artist:4RddZ3iHvSpGV4dvATac9X,Papa Roach,spotify:album:3VdXq4YQIt3ugs05SjFmsD,Infest
2203,spotify:track:1UREw2MCfU0xwBzCAjxlUD,Scars,spotify:artist:4RddZ3iHvSpGV4dvATac9X,Papa Roach,spotify:album:25wlsi7SWD8mFKxaEWGYuL,Getting Away With Murder
2235,spotify:track:1tL40tfdtUaSLek4DvDDr3,Hate Me,spotify:artist:1TJbmc7jTpw78GKCiMpvDh,Blue October,spotify:album:6t6aBQ1OKqyK9c1nPJEWeX,Foiled
2238,spotify:track:5Ozo0lsCaVNJPlKC7RtDnp,Fall For You,spotify:artist:6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,spotify:album:3z5H8MUhNmFJHUmKsIEZnL,A Twist In My Story
2249,spotify:track:3ZffCQKLFLUvYM59XKLbVm,Wake Me Up When September Ends,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:5dN7F9DV0Qg1XRdIgW8rke,American Idiot
2252,spotify:track:714Lw0m2SmCEhKSPw0Dn8J,Welcome To My Life,spotify:artist:2p4FqHnazRucYQHyDCdBrJ,Simple Plan,spotify:album:7l3v1MPa9GlbxbVJmaVrVd,Still Not Getting Any
2256,spotify:track:5wQnmLuC1W7ATsArWACrgW,Welcome to the Black Parade,spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,spotify:album:0FZK97MXMm5mUQ8mtudjuK,The Black Parade
2273,spotify:track:4Z3qm2aWGTJuJKnv3EWwyD,Hide Away,spotify:artist:6Dd3NScHWwnW6obMFbl1BH,Daya,spotify:album:2cE2eOy7alOZHpuelJEV8Q,"Sit Still, Look Pretty"
2676,spotify:track:2Oehrcv4Kov0SuIgWyQY9e,Demons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,spotify:album:1vAEF8F0HoRFGiYOEeJXHW,Night Visions
2762,spotify:track:64GRDrL1efgXclrhVCeuA0,Lay Me Down,spotify:artist:2wY79sveU1sp5g7SokKOiI,Sam Smith,spotify:album:0vrWqbRQEMKqhTGcDLQK7x,In The Lonely Hour
2937,spotify:track:6WQLkih8nE0JdUCEyLaGnQ,Heroes (we could be),spotify:artist:4AVFqumd2ogHFlRbKIjp1t,Alesso,spotify:album:3yqh9ozOA2cAgPUJaveAuG,Forever
2964,spotify:track:2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child (Radio Edit) [feat. John Martin],spotify:artist:1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,spotify:album:3RKhRsifs4RWrqvWV1YpPY,Don't You Worry Child (feat. John Martin)
3177,spotify:track:5eB7w8UZJKjL5XmnC6Pctg,Lying Is The Most Fun A Girl Can Have Without Taking Her Clothes Off,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,spotify:album:2YeOhhJg3OWpN0F1VYPxtW,A Fever You Can't Sweat Out
3182,spotify:track:6bGac1gBHs7kUKihrudMzq,Bulletproof Love,spotify:artist:4iJLPqClelZOBCBifm8Fzv,Pierce The Veil,spotify:album:01dcOm8Whefyve6zChrq9Q,Selfish Machines
