,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
5,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Photograph,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:6NoBzYmh5gUusGPCfg0pct,x
12,spotify:track:4sPmO7WMQUAf45kwMOtONw,Hello,spotify:artist:4dpARuHxo51G3z768sgnrY,Adele,spotify:album:0K4pIOOsfJ9lK8OjrZfXzd,25
16,spotify:track:6IcrwGdIvRsrImOnoYfG9Z,"See You Again (feat. Charlie Puth) - From ""Furious 7""",spotify:artist:137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,spotify:album:5J4SS8wTmXdyIEVYjmHzpZ,Nine Track Mind
18,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Justin Bieber,spotify:album:7fZH0aUAjY3ay25obOUf2a,Purpose
20,spotify:track:1WP1r7fuvRqZRnUaTi2I1Q,Stitches,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,spotify:album:5wKylB0Zwnxz046O7po25D,Handwritten
295,spotify:track:7vWGeYZJUzBXKGPro05UXS,Take Your Time,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,Montevallo
2832,spotify:track:69bp2EbF7Q2rqc5N3ylezZ,Sorry,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Justin Bieber,spotify:album:7fZH0aUAjY3ay25obOUf2a,Purpose
4239,spotify:track:7x5xYW5W42OGPAdHUyyguy,Locked Away,spotify:artist:4TH4BHy0LdBi3dpBW4P2UX,R. City,spotify:album:4AUTMNSP56xicSznzKgzjB,What Dreams Are Made Of
5180,spotify:track:1NpDnkQO0yWxTtntrC0UNz,California King Bed,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:album:5QG3tjE5L9F6O2vCAPph38,Loud
5863,spotify:track:5xdVqHtFS0eLuNp4Z8Wbpa,Good For You,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,spotify:album:3Kbuu2tHsIbplFUkB7a5oE,Revival
5900,spotify:track:6dtWKqqdveI3YvdYJQKWWn,iT's YoU,spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,ZAYN,spotify:album:5amj9zNeZ3B2EdpBgXrOZ0,Mind Of Mine (Deluxe Edition)
6552,spotify:track:56twMOlq9DJc3EgpVUVIrW,Stone Cold,spotify:artist:6S2OmqARrzebs0tKUEyXyp,Demi Lovato,spotify:album:3HV3ecmJJ2GmHM93vVVKXF,Confident
11070,spotify:track:3NLnwwAQbbFKcEcV8hDItk,Perfect,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction,spotify:album:1gMxiQQSg5zeu4htBosASY,Made In The A.M.
22353,spotify:track:7d1CFwrBmH34gmS0Hkbfbt,Replay,spotify:artist:6sCbFbEjbYepqswM1vWjjs,Zendaya,spotify:album:7hCAU57zY6snnRSHXqAWUl,Zendaya
25674,spotify:track:0jr6tT2vc4cIFPHb6wufG3,Promise,spotify:artist:5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,spotify:album:6a3RDPcFamZvFCi8VeXWkK,Fórmula Vol. 1 (Deluxe Edition)
25887,spotify:track:3JjnGLK8IxkNLvo8Lb3KOM,18,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction,spotify:album:4gCNyS7pidfK3rKWhB3JOY,FOUR
25889,spotify:track:4JaLkM90MJutDAl5jD9BZX,No Control,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction,spotify:album:4gCNyS7pidfK3rKWhB3JOY,FOUR
31982,spotify:track:608R6FvRtAqf2dvgKMzebP,I Want to Write You a Song,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction,spotify:album:1gMxiQQSg5zeu4htBosASY,Made In The A.M.
54353,spotify:track:7KdWkoKZwX7pKSl7OL7b4l,Eyes Wide Open,spotify:artist:74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,spotify:album:6r6BJYOMOKJ1B3CnhGHVhf,Eyes Wide Open
68888,spotify:track:6N5xh0tYYLTQRiCCaNbAUt,Infinity,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction,spotify:album:1gMxiQQSg5zeu4htBosASY,Made In The A.M.
83607,spotify:track:1EV0GEC5OywYfCxKP46Hgu,Let's Be Birds,spotify:artist:05tyvnDgYMhgagYbUx9td4,Jacob Whitesides,spotify:album:53lKdu5hKVLj8WHXhzwE25,A Piece Of Me
83896,spotify:track:0kAv1wGVCGPIHEH1hFJNcG,Love Will Remember,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,spotify:album:4MGDyHLc9ctHHiX4wCn1tV,Stars Dance
91209,spotify:track:5hMiUOSRp2vAL14feoTUQt,Ohio,spotify:artist:05tyvnDgYMhgagYbUx9td4,Jacob Whitesides,spotify:album:53lKdu5hKVLj8WHXhzwE25,A Piece Of Me
246281,spotify:track:5I3fT7TFo3Iz5vmXe1809c,All of Me,spotify:artist:05tyvnDgYMhgagYbUx9td4,Jacob Whitesides,spotify:album:3uDXfp5YkNZoujKZXjUtlP,3 AM - EP
