,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
257,spotify:track:1XQnZTR0ER8y5fGO17uX1R,Holocene,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:0XOyEsl3kgwwVpYcLV5rRs,Bon Iver
5192,spotify:track:6LIUF3Z7lf9Vwcuda30Xaf,Perth,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:0XOyEsl3kgwwVpYcLV5rRs,Bon Iver
5193,spotify:track:3ZMv9EzGoteNi5Qnx0KpEO,Skinny Love,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:10HuTnFqkhym6gXmIDxBsm,"For Emma, Forever Ago"
5763,spotify:track:15WS5DLuxA4zBF0tH1sOR9,Flume,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:10HuTnFqkhym6gXmIDxBsm,"For Emma, Forever Ago"
8496,spotify:track:6Tb6jpTsEMuBnxYo2HuSiK,Afire Love,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:6NoBzYmh5gUusGPCfg0pct,x
11774,spotify:track:4g5QKYTjNoAN8w5LmNbkwo,Angels,spotify:artist:3iOvXCl6edW5Um0fXEBRXy,The xx,spotify:album:7zNbatyo73uEnOlTDSVJed,Coexist
31126,spotify:track:2DHDuADAHoUW6n0z80RLQF,Pieces,spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle,spotify:album:2Objy4bpKyIT4JsUsBr8ka,Black Bear
31993,spotify:track:2TgxCUZdHFkPEVmFge1OSd,Fallingforyou,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975,spotify:album:0mkOUedmYlOzCC4tOm2v0c,The 1975
35351,spotify:track:273F79qftb3uo3IlIXmo44,Blood Bank,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:04MsTCBM8AneW8jxZVHKcA,Blood Bank
35419,spotify:track:3uyNqZbGdfADW6lrnoETjs,Dark Matter (Hushed),spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle,spotify:album:5zC2WoRHM1XdRsIT2EQ1QM,Black Bear (Hushed)
45911,spotify:track:40GcMSq0snm69PcRayNTw1,Calgary,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:album:0XOyEsl3kgwwVpYcLV5rRs,Bon Iver
56348,spotify:track:3piBkAlDyMAI0WQ5SMQdxB,Vapour,spotify:artist:77BznF1Dr1k5KyEZ6Nn3jB,Vancouver Sleep Clinic,spotify:album:71K84GjeSWMtFT3sKv3Poz,Winter
60547,spotify:track:0U4qS61mEOISD1ajxgjMwu,I Won't Fight It,spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle,spotify:album:2Objy4bpKyIT4JsUsBr8ka,Black Bear
60548,spotify:track:2BuMmK2Yguu6vQf1PJ2xQu,Black Bear,spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle,spotify:album:2Objy4bpKyIT4JsUsBr8ka,Black Bear
61392,spotify:track:0OUcC4cOuicw2BaItw9lcU,Pieces (Hushed),spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle,spotify:album:5zC2WoRHM1XdRsIT2EQ1QM,Black Bear (Hushed)
61402,spotify:track:7GaQ0XyNfVEzFaGTGTNrCU,Take the Blame so I Don't Have To,spotify:artist:62TFj06qes00QmQuKmK7c2,Spooky Black,spotify:album:34jUAKMBHMCl3hjzb9rsut,Leaving
72846,spotify:track:0x0h9kwGhCv78fMRo8ChhZ,Dark Matter,spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle,spotify:album:2Objy4bpKyIT4JsUsBr8ka,Black Bear
87708,spotify:track:30dF8ON0TT1PO6bXSLB36C,HotelSixNine (feat. Solomon da God),spotify:artist:62TFj06qes00QmQuKmK7c2,Spooky Black,spotify:album:34jUAKMBHMCl3hjzb9rsut,Leaving
94234,spotify:track:1rtJDQaVZ15QlESABoUuuq,Sister,spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle,spotify:album:2Objy4bpKyIT4JsUsBr8ka,Black Bear
101109,spotify:track:6gICr6BK0BHnBQ3OapwubW,Wants What It Wants,spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle,spotify:album:2Objy4bpKyIT4JsUsBr8ka,Black Bear
107333,spotify:track:1c2gssCkuT9RMn0WXFiDps,Pull,spotify:artist:62TFj06qes00QmQuKmK7c2,Spooky Black,spotify:album:34jUAKMBHMCl3hjzb9rsut,Leaving
121129,spotify:track:5crlI2x5608jf4fK0GEFFA,Santa Fe,spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle,spotify:album:2Objy4bpKyIT4JsUsBr8ka,Black Bear
171497,spotify:track:6PO25b9gn41n24tPDtStgq,I Won't Fight It (Hushed),spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle,spotify:album:5zC2WoRHM1XdRsIT2EQ1QM,Black Bear (Hushed)
171510,spotify:track:0w95lgjozjhE2GbuDVTu2Y,Wants What It Wants (Hushed),spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle,spotify:album:5zC2WoRHM1XdRsIT2EQ1QM,Black Bear (Hushed)
215634,spotify:track:32UrXOhiTriW56EGY5Tsy3,Cadence,spotify:artist:7sjRnhONmeFL1tmlUvdq70,Fractures,spotify:album:6a7mIWHjfQRdaXNlZ4Wcyz,Fractures
247073,spotify:track:6iRjiy8XZ7gvjQL9Wbaaoa,Intro (Leaving),spotify:artist:62TFj06qes00QmQuKmK7c2,Spooky Black,spotify:album:34jUAKMBHMCl3hjzb9rsut,Leaving
334833,spotify:track:1tZLMXrNVtCKzYa1o08cxe,Idle,spotify:artist:62TFj06qes00QmQuKmK7c2,Spooky Black,spotify:album:34jUAKMBHMCl3hjzb9rsut,Leaving
367518,spotify:track:2KQIOAOA8wgjiIlPw13toy,Sister (Hushed),spotify:artist:3UAk61T8PItbpgEi9u7ofY,Andrew Belle,spotify:album:5zC2WoRHM1XdRsIT2EQ1QM,Black Bear (Hushed)
624626,spotify:track:0pid6toQhFvAWPGbB0ET8K,Something Familiar,spotify:artist:3Vur5nBUAcGQjXZyk32WV1,Josienne Clarke and Ben Walker,spotify:album:7wkd8uGGBjwGsxcV9LXeyz,Overnight
