,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
9,spotify:track:6lanRgr6wXibZr8KgzXxBl,A Thousand Years,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri,spotify:album:15yvc643iYfQtb6zh9NEJo,A Thousand Years
1378,spotify:track:10HNQnBMvvKJJZ7E3hmrof,Good To You,spotify:artist:68EB3QvNdVLkC7SAgDbHIR,Marianas Trench,spotify:album:7Gz2QtbNswRnog7l1Qie0O,Masterpiece Theatre
4800,spotify:track:6EIVLz5xM1xE29r0OmIkWt,Falling Slowly,spotify:artist:3Caot8EtHX6wLpNF2wRzS0,Glen Hansard,spotify:album:4BUG3kfPOB6DWVKKDY2icE,Music From The Motion Picture Once
5216,spotify:track:0HZhYMZOcUzZKSFwPOti6m,Jar of Hearts,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri,spotify:album:3XNK8vPk3O1rjhDZyOMJ6n,lovestrong.
5932,spotify:track:5LGEfWqwgYL16tyXkrRC8J,Because Of You,spotify:artist:02rd0anEWfMtF7iMku9uor,Reba McEntire,spotify:album:39Os87XP3yC2XBSpAur4BL,Reba Duets
5978,spotify:track:759xqvw6ElKIE7f5QvnsZg,When You Love Someone Like That,spotify:artist:02rd0anEWfMtF7iMku9uor,Reba McEntire,spotify:album:39Os87XP3yC2XBSpAur4BL,Reba Duets
6358,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,spotify:album:7eLwoxxWs6lfkVYJGkGNbk,Wild Ones
6427,spotify:track:1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,spotify:album:2Q9oTK48eb85waX1fFJsvj,The Truth About Love
6548,spotify:track:3xMVrVMmWh5ti8wBn1QGAz,Listen - from the motion picture Dreamgirls,spotify:artist:6vWDO969PvNqNYHIOW5v0m,Beyoncé,spotify:album:3MJHoQUI828kmB6IpjejbW,B'Day
14040,spotify:track:7LkQBDAiS0GVSO5JQuYDzY,In My Daughter's Eyes,spotify:artist:3P33qFNGBVXl86yQYWspFj,Martina McBride,spotify:album:3xtQSAQgeAV6TcvzyF4iDd,Martina
15120,spotify:track:0MhCb3iakymVqQIOeYPSUf,Soldier,spotify:artist:5DYAABs8rkY9VhwtENoQCz,Gavin DeGraw,spotify:album:2zVRgW8bXd7ukXRZSWw81j,Sweeter
18086,spotify:track:1CkvWZme3pRgbzaxZnTl5X,Rolling in the Deep,spotify:artist:4dpARuHxo51G3z768sgnrY,Adele,spotify:album:1azUkThwd2HfUDdeNeT147,21
20429,spotify:track:5u0YB9bpmgEPS2bPhwfRFV,arms,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri,spotify:album:3XNK8vPk3O1rjhDZyOMJ6n,lovestrong.
21426,spotify:track:3ZK8icmaq8PMW686smPDVL,I Told You So,spotify:artist:4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,spotify:album:5HwzpaqYOZABPnmvl5JYFX,Carnival Ride
24960,spotify:track:6nS1vMV1zs8c0Lk6mud78D,Just A Fool,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,spotify:album:56vCgdP2fIuKtvMu6MBL2Q,Lotus (Deluxe Version)
25565,spotify:track:2ug8lg1r1YRLj5lxygZEeQ,The Prayer - LIVE Duet with Josh Groban,spotify:artist:4S9EykWXhStSc15wEx8QFK,Céline Dion,spotify:album:1eU2ephnPauZY1umMdMHNw,The Prayer
33195,spotify:track:0jn2XqaHliEpWd04ZykIHy,Stay,spotify:artist:0hYxQe3AK5jBPCr5MumLHD,Sugarland,spotify:album:6CtZVmlfVS5SSUBHnjgFKG,Enjoy The Ride
38033,spotify:track:08Z0ziSvYZzRvbI1DRfjEQ,Fresh Pair of Eyes,spotify:artist:0yvalMtqijFbClXzI8Ey11,Brooke Waggoner,spotify:album:2rTbksXICh5VdLQJLCC1CN,Fresh Pair of Eyes
41875,spotify:track:2L4ppJgbf6JxcRV1lUkaAg,Here's To Us (Glee Cast Version),spotify:artist:0SCbttzoZTnLFebDYmAWCm,Glee Cast,spotify:album:082BH67sSIDefLxUp8GgNm,"Glee: The Music, The Complete Season Three"
46665,spotify:track:4oK2yBFqSQqoXYELxf8x4x,Faithfully (Glee Cast Version),spotify:artist:0SCbttzoZTnLFebDYmAWCm,Glee Cast,spotify:album:4a5Ish6byHaL3tgidsSrG3,"Glee: The Music, The Complete Season One"
62426,spotify:track:4A04JbtwYEfztf5MZHmzOK,Candy,spotify:artist:5DYAABs8rkY9VhwtENoQCz,Gavin DeGraw,spotify:album:2zVRgW8bXd7ukXRZSWw81j,Sweeter
62799,spotify:track:6HdCtI8eBY4C04X1QUiqFu,Imagine (Glee Cast Version),spotify:artist:0SCbttzoZTnLFebDYmAWCm,Glee Cast,spotify:album:5FPhWJu3GdcH1rrBGhagd7,"Glee: The Music, Volume 2"
73824,spotify:track:5WDlNHQW1LmcQIA15oGjiW,distance,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri,spotify:album:3XNK8vPk3O1rjhDZyOMJ6n,lovestrong.
77941,spotify:track:6MlUbhFJTiKLGmm0b1q1cr,Taking Chances (Glee Cast Version),spotify:artist:0SCbttzoZTnLFebDYmAWCm,Glee Cast,spotify:album:3bzOPF8mGdoW059DsGfMXj,"Glee: The Music, Volume 1"
83616,spotify:track:66mmvchQ4C3LnPzq4DiAI3,Somewhere Only We Know (Glee Cast Version),spotify:artist:0SCbttzoZTnLFebDYmAWCm,Glee Cast,spotify:album:6WlzaRoDShdgVgaqJRjyNH,"Glee: The Music, The Complete Season Two"
97934,spotify:track:6snYsO7fEOcG63Mi4cenj8,If I Were A Boy,spotify:artist:02rd0anEWfMtF7iMku9uor,Reba McEntire,spotify:album:4A7RR4TaDogvcAi4Owbi1D,All The Women I Am
121689,spotify:track:2TMApkmCp2KYmUDiJGLisw,I'll Stand By You (Glee Cast Version),spotify:artist:0SCbttzoZTnLFebDYmAWCm,Glee Cast,spotify:album:5FPhWJu3GdcH1rrBGhagd7,"Glee: The Music, Volume 2"
121693,spotify:track:2Ya2rGB2Bl4dJqJznK1XfD,Beth (Glee Cast Version),spotify:artist:0SCbttzoZTnLFebDYmAWCm,Glee Cast,spotify:album:2a3ZaGtvw7l3nqQL6Z2FEp,"Glee: The Music, Volume 3 Showstoppers"
123245,spotify:track:4dAcGI5AzS83GkRXKn65VW,Get It Right (Glee Cast Version),spotify:artist:0SCbttzoZTnLFebDYmAWCm,Glee Cast,spotify:album:6WlzaRoDShdgVgaqJRjyNH,"Glee: The Music, The Complete Season Two"
130267,spotify:track:0m6kLPoIRH6iRcGDOWWcY8,This I Swear,spotify:artist:6ewMqjrF31lC8ywRsvm073,Nick Lachey,spotify:album:4NsCy3NUnC3Julq1F3VOBE,Soulo
142041,spotify:track:5OSWrzac0s9zJeeCz9L4c6,You Can't Break A Broken Heart,spotify:artist:7whckrkkTMEuvqfaNfMs7S,Kate Voegele,spotify:album:1nnU6NsXo4NKKP6IgkW7bn,Don't Look Away
198241,spotify:track:0DuRaBhrsPbIyQfakgQrlI,Landslide (Glee Cast Version featuring Gwyneth Paltrow),spotify:artist:0SCbttzoZTnLFebDYmAWCm,Glee Cast,spotify:album:6WlzaRoDShdgVgaqJRjyNH,"Glee: The Music, The Complete Season Two"
244088,spotify:track:1jpplegdmeoR1Q2wUGGHIr,Fly Away,spotify:artist:4ntkql3f3ect7NDRUJ7aAY,The Cheetah Girls,spotify:album:285ekLcn8EvglXoRza3JWR,The Cheetah Girls: One World
255939,spotify:track:4vULGCPvbpHZeYOF8nfEwj,Forever And Almost Always,spotify:artist:7whckrkkTMEuvqfaNfMs7S,Kate Voegele,spotify:album:5R7SS5b7yQkQGLmNJlqG1L,A Fine Mess
354752,spotify:track:7y6Yarj6pH7ALJRKV2BqnD,Sing (Glee Cast Version),spotify:artist:0SCbttzoZTnLFebDYmAWCm,Glee Cast,spotify:album:6WlzaRoDShdgVgaqJRjyNH,"Glee: The Music, The Complete Season Two"
396908,spotify:track:3Gc8BMOwC8usgUcIKMe8Hl,The Only Promise That Remains,spotify:artist:02rd0anEWfMtF7iMku9uor,Reba McEntire,spotify:album:39Os87XP3yC2XBSpAur4BL,Reba Duets
404458,spotify:track:4JzBzuajZowPS5WhChXqLS,And Still,spotify:artist:02rd0anEWfMtF7iMku9uor,Reba McEntire,spotify:album:4uRdfl3ls5vPN4pfymaM9P,Read My Mind
420591,spotify:track:20z7b91wmjeZ7LQbGFq1vV,Go Your Own Way (Glee Cast Version),spotify:artist:0SCbttzoZTnLFebDYmAWCm,Glee Cast,spotify:album:6WlzaRoDShdgVgaqJRjyNH,"Glee: The Music, The Complete Season Two"
563976,spotify:track:2N0g4o4V6jfvNlXMk6syU0,Single Moms (Keep Your Head Up),spotify:artist:06JH3wcXkJg7eoxZVMO1UX,T.O.K,spotify:album:50i10lFAeIsqNJScFQ23m1,Relationships Riddim
