,track_uri,track_name,artist_uri,artist_name,album_uri,album_name
33811,spotify:track:4MFHVdS8rsw1rSTZGWhCa8,"Piano Sonata in D Major, Op. 28 - 'Pastoral': I. Allegro",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:album:635sfn3tknH9uf1ZZX0Xlm,Five
97117,spotify:track:5t0E9V1RiHBflzs71pfGGG,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:album:6gPBMSpe6fgRr34Z60g0LS,"Beethoven: Piano Sonatas Nos. 8, 14 and 23"
126990,spotify:track:7KMeUcWzInJYG34LsBm9zk,"Piano Sonata No. 14 In C Sharp Minor, Op. 27, No. 2 ""Moonlight"": 1. Adagio sostenuto",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:album:1FEeIW2M89YUI3U38Il6aW,Beethoven: Complete Piano Sonatas Vol. 1
126991,spotify:track:1nNPi5P9cRoKsjsaHfuQBj,"Symphony No.9 In D Minor, Op.125 ""Choral"": 4. Finale (Presto - Allegro assai)",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:album:3uq2a3xWnRMZ1c1yoHICwj,Beethoven: Symphony No. 9
189628,spotify:track:3lY84bCm4BXiW0eVexLXTo,"Piano Concerto No.5 In E Flat Major Op.73 -""Emperor"": 2. Adagio un poco mosso",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:album:0L58XFF5fhMFp884k57hub,Beethoven... Moonlight
213362,spotify:track:5eXuYIItrgzdWRWzhMD9kP,"Bagatelle in A minor, WoO 59 -""Für Elise"" - Live At The Royal Albert Hall/2012",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:album:6KEEP9k2G07OVbwkqhilaI,Valentina Lisitsa Live At The Royal Albert Hall
238249,spotify:track:7rWdF5qabuzGx7hUV0XG4N,"Septet in E-Flat Major, Op. 20: II. Adagio cantabile",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:album:1Wmvid9DMr8fyqyW33wAHy,"Beethoven: Chamber Music for Horns, Winds and Strings"
238282,spotify:track:4lJl9KNT18RsvfYvxrUk9n,"Violin Sonata No. 32 in B-Flat Major, K. 454: III. Allegretto",spotify:artist:4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,spotify:album:7exKvHrQN7QEqpekUrZ9O6,Mozart: Sonatas for Piano & Violin
238902,spotify:track:4OFAdngawr0JCRxRH93DMx,"Violin Sonata No. 32 in B-Flat Major, K. 454: II. Andante",spotify:artist:4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,spotify:album:7exKvHrQN7QEqpekUrZ9O6,Mozart: Sonatas for Piano & Violin
357494,spotify:track:1wM9ns1wV6cltih0MU4DYb,"Symphony No. 3 in E-flat major, Op. 55, 'Eroica': I. Allegro con brio",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:album:13k3bq7yGKi2FFe4tLjf2t,"Beethoven: Symphony No. 3, Symphony No. 4"
376710,spotify:track:0JKjIPkHmTqCEvAA4f2CAq,"Violin Sonata No. 32 in B-Flat Major, K. 454: I. Largo - Allegro",spotify:artist:4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,spotify:album:7exKvHrQN7QEqpekUrZ9O6,Mozart: Sonatas for Piano & Violin
484639,spotify:track:3Kl2gyzVYptq30r6WfVRX7,"String Quartet No. 14 in G Major, K. 387: I. Allegro vivace assai",spotify:artist:7IcsT1bf5WlLmPkgIpRQZY,Eder Quartet,spotify:album:0fChblC1fl8NxQOl3iG7Ly,"Mozart: String Quartets, K. 80, K. 155, K. 157 and K. 387"
731504,spotify:track:664OQmmvHn4TVWNb4TPQ5U,"Symphony No. 1 in C Major, Op. 21: II. Andante Cantabile Con Moto",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:album:0M82wpKJzZnIwsDgDlzp3A,Beethoven: Symphony No.1 & No.2
731505,spotify:track:0f0slKSPEPmLsboEB67sPn,"Symphony No. 3 in E-flat major, Op. 55, 'Eroica': II. Marcia funebre (Adagio assai)",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:album:13k3bq7yGKi2FFe4tLjf2t,"Beethoven: Symphony No. 3, Symphony No. 4"
1028727,spotify:track:7kMgEHooQUpSSNyidRi7Iw,"Symphony No. 2 in D Major, Op. 36: IV. Allegro molto",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:album:0M82wpKJzZnIwsDgDlzp3A,Beethoven: Symphony No.1 & No.2
1028728,spotify:track:4jM90LFWY8hiajIXDJCYmC,"Symphony No. 3 in E-flat major, Op. 55, 'Eroica': III. Scherzo (Allegro vivace)",spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,spotify:album:13k3bq7yGKi2FFe4tLjf2t,"Beethoven: Symphony No. 3, Symphony No. 4"
1028729,spotify:track:10sEfHy8IUzqtuiumsBY3E,"String Quartet No. 14 in G Major, K. 387: III. Andante cantabile",spotify:artist:7IcsT1bf5WlLmPkgIpRQZY,Eder Quartet,spotify:album:0fChblC1fl8NxQOl3iG7Ly,"Mozart: String Quartets, K. 80, K. 155, K. 157 and K. 387"
